slug,cn_items,cn_queries,us_source,uk_mapping_quality,uk_source_url,ready_for_asset_generation
bookkeeping-accounting-and-auditing-clerks,1,会计文员 | 会计助理,yes,adjacent_uk_profile,https://nationalcareers.service.gov.uk/job-profiles/advertising-account-executive,True
brickmasons-and-blockmasons,0,砌砖工 | 泥瓦工,yes,unavailable,,False
bridge-and-lock-tenders,0,船闸操作员 | 桥梁管理员,yes,unavailable,,False
broadcast-announcers-and-radio-disc-jockeys,0,广播主持人 | 电台主持人,yes,unavailable,,False
broadcast-technicians,0,广播技术员 | 广电技术员,yes,adjacent_uk_profile,https://nationalcareers.service.gov.uk/job-profiles/accounting-technician,False
broadcast-and-sound-engineering-technicians,0,音视频技术员 | 音响师,yes,adjacent_uk_profile,https://nationalcareers.service.gov.uk/job-profiles/accounting-technician,False
brokerage-clerks,0,经纪文员 | 证券经纪助理,yes,unavailable,,False
brownfield-redevelopment-specialists-and-site-managers,0,土地开发经理 | 项目经理,yes,unavailable,,False
budget-analysts,0,预算分析师 | 财务分析师,yes,unavailable,,False
bus-and-truck-mechanics-and-diesel-engine-specialists,0,柴油机维修工 | 卡车维修工,yes,unavailable,,False
bus-drivers,0,公交司机 | 客车司机,yes,adjacent_uk_profile,https://nationalcareers.service.gov.uk/job-profiles/advertising-copywriter,False
bus-drivers-school,0,校车司机 | 公交司机,yes,unavailable,,False
bus-drivers-transit-and-intercity,0,公交司机 | 长途客车司机,yes,adjacent_uk_profile,https://nationalcareers.service.gov.uk/job-profiles/advertising-copywriter,False
business-continuity-planners,0,业务连续性规划师 | 风险管理专员,yes,adjacent_uk_profile,https://nationalcareers.service.gov.uk/job-profiles/advertising-account-planner,False
business-intelligence-analysts,2,商业智能分析师 | BI分析师,yes,unavailable,,False
business-teachers-postsecondary,2,商科教师 | 高校商科教师,yes,unavailable,,False
butchers-and-meat-cutters,0,屠宰工 | 肉类分割工,yes,adjacent_uk_profile,https://nationalcareers.service.gov.uk/job-profiles/advertising-media-buyer,False
buyers-and-purchasing-agents-farm-products,0,农产品采购员 | 采购员,yes,unavailable,,False
cabinetmakers-and-bench-carpenters,0,橱柜制造工 | 木工,yes,unavailable,,False
calibration-technologists-and-technicians,0,校准技术员 | 计量校准工程师,yes,adjacent_uk_profile,https://nationalcareers.service.gov.uk/job-profiles/accounting-technician,False
camera-and-photographic-equipment-repairers,0,相机维修工 | 摄影设备维修工,yes,unavailable,,False
