path,locale,routeFamily,inboundCount,graphClassification,inboundSources
"/zh/career/guides/interview-strategy-by-role","zh","career_guide_detail","0","true_orphan",""
"/zh/career/guides/iq-eq-balance-at-work","zh","career_guide_detail","0","true_orphan",""
"/zh/career/guides/leader-track-vs-expert-track","zh","career_guide_detail","0","true_orphan",""
"/zh/career/guides/networking-that-actually-works","zh","career_guide_detail","0","true_orphan",""
"/zh/career/guides/personal-brand-for-professionals","zh","career_guide_detail","0","true_orphan",""
"/zh/career/guides/prevent-burnout-while-growing","zh","career_guide_detail","0","true_orphan",""
"/zh/career/guides/salary-negotiation-framework","zh","career_guide_detail","0","true_orphan",""
"/en/career/industries/architecture-and-engineering","en","career_industry_detail","0","true_orphan",""
"/en/career/industries/arts-and-design","en","career_industry_detail","0","true_orphan",""
"/en/career/industries/building-and-grounds-cleaning","en","career_industry_detail","0","true_orphan",""
"/en/career/industries/business-and-financial","en","career_industry_detail","0","true_orphan",""
"/en/career/industries/community-and-social-service","en","career_industry_detail","0","true_orphan",""
"/en/career/industries/computer-and-information-technology","en","career_industry_detail","0","true_orphan",""
"/en/career/industries/construction-and-extraction","en","career_industry_detail","0","true_orphan",""
"/en/career/industries/education-training-and-library","en","career_industry_detail","0","true_orphan",""
"/en/career/industries/entertainment-and-sports","en","career_industry_detail","0","true_orphan",""
"/en/career/industries/farming-fishing-and-forestry","en","career_industry_detail","0","true_orphan",""
"/en/career/industries/food-preparation-and-serving","en","career_industry_detail","0","true_orphan",""
"/en/career/industries/healthcare","en","career_industry_detail","0","true_orphan",""
"/en/career/industries/installation-maintenance-and-repair","en","career_industry_detail","0","true_orphan",""
"/en/career/industries/legal","en","career_industry_detail","0","true_orphan",""
"/en/career/industries/life-physical-and-social-science","en","career_industry_detail","0","true_orphan",""
"/en/career/industries/management","en","career_industry_detail","0","true_orphan",""
"/en/career/industries/math","en","career_industry_detail","0","true_orphan",""
"/en/career/industries/media-and-communication","en","career_industry_detail","0","true_orphan",""
"/en/career/industries/military","en","career_industry_detail","0","true_orphan",""
"/en/career/industries/office-and-administrative-support","en","career_industry_detail","0","true_orphan",""
"/en/career/industries/personal-care-and-service","en","career_industry_detail","0","true_orphan",""
"/en/career/industries/production","en","career_industry_detail","0","true_orphan",""
"/en/career/industries/protective-service","en","career_industry_detail","0","true_orphan",""
"/en/career/industries/sales","en","career_industry_detail","0","true_orphan",""
"/en/career/industries/transportation-and-material-moving","en","career_industry_detail","0","true_orphan",""
"/zh/career/industries/architecture-and-engineering","zh","career_industry_detail","0","true_orphan",""
"/zh/career/industries/arts-and-design","zh","career_industry_detail","0","true_orphan",""
"/zh/career/industries/building-and-grounds-cleaning","zh","career_industry_detail","0","true_orphan",""
"/zh/career/industries/business-and-financial","zh","career_industry_detail","0","true_orphan",""
"/zh/career/industries/community-and-social-service","zh","career_industry_detail","0","true_orphan",""
"/zh/career/industries/computer-and-information-technology","zh","career_industry_detail","0","true_orphan",""
"/zh/career/industries/construction-and-extraction","zh","career_industry_detail","0","true_orphan",""
"/zh/career/industries/education-training-and-library","zh","career_industry_detail","0","true_orphan",""
"/zh/career/industries/entertainment-and-sports","zh","career_industry_detail","0","true_orphan",""
"/zh/career/industries/farming-fishing-and-forestry","zh","career_industry_detail","0","true_orphan",""
"/zh/career/industries/food-preparation-and-serving","zh","career_industry_detail","0","true_orphan",""
"/zh/career/industries/healthcare","zh","career_industry_detail","0","true_orphan",""
"/zh/career/industries/installation-maintenance-and-repair","zh","career_industry_detail","0","true_orphan",""
"/zh/career/industries/legal","zh","career_industry_detail","0","true_orphan",""
"/zh/career/industries/life-physical-and-social-science","zh","career_industry_detail","0","true_orphan",""
"/zh/career/industries/management","zh","career_industry_detail","0","true_orphan",""
"/zh/career/industries/math","zh","career_industry_detail","0","true_orphan",""
"/zh/career/industries/media-and-communication","zh","career_industry_detail","0","true_orphan",""
"/zh/career/industries/military","zh","career_industry_detail","0","true_orphan",""
"/zh/career/industries/office-and-administrative-support","zh","career_industry_detail","0","true_orphan",""
"/zh/career/industries/personal-care-and-service","zh","career_industry_detail","0","true_orphan",""
"/zh/career/industries/production","zh","career_industry_detail","0","true_orphan",""
"/zh/career/industries/protective-service","zh","career_industry_detail","0","true_orphan",""
"/zh/career/industries/sales","zh","career_industry_detail","0","true_orphan",""
"/zh/career/industries/transportation-and-material-moving","zh","career_industry_detail","0","true_orphan",""
"/zh/career/jobs/accountants-and-auditors","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/actors","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/actuaries","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/administrative-services-managers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/adult-literacy-and-ged-teachers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/advertising-promotions-and-marketing-managers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/advertising-sales-agents","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/aerospace-engineering-and-operations-technicians","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/agricultural-and-food-science-technicians","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/agricultural-engineers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/air-traffic-controllers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/aircraft-and-avionics-equipment-mechanics-and-technicians","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/airline-and-commercial-pilots","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/animal-care-and-service-workers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/appraisers-and-assessors-of-real-estate","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/architects","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/architectural-and-engineering-managers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/art-directors","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/automotive-body-and-glass-repairers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/bill-and-account-collectors","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/biochemists-and-biophysicists","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/biomedical-engineers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/bookkeeping-accounting-and-auditing-clerks","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/budget-analysts","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/butchers-and-meat-cutters","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/cardiovascular-technologists-and-technicians","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/career-and-technical-education-teachers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/carpenters","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/cashiers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/chefs-and-head-cooks","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/chemists-and-materials-scientists","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/chiropractors","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/civil-engineers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/clinical-laboratory-technologists-and-technicians","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/community-health-workers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/compensation-and-benefits-managers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/compensation-benefits-and-job-analysis-specialists","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/computer-and-information-research-scientists","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/computer-and-information-systems-managers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/computer-support-specialists","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/conservation-scientists","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/construction-and-building-inspectors","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/construction-managers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/correctional-officers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/court-reporters","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/credit-counselors","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/data-scientists","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/database-administrators","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/dental-assistants","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/dental-hygienists","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/dentists","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/desktop-publishers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/diagnostic-medical-sonographers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/electrical-and-electronics-engineering-technicians","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/emergency-management-directors","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/environmental-engineering-technicians","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/epidemiologists","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/exercise-physiologists","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/financial-analysts","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/financial-examiners","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/financial-managers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/fire-inspectors-and-investigators","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/food-preparation-workers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/food-service-managers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/genetic-counselors","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/geographers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/glaziers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/hazardous-materials-removal-workers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/health-information-technologists-and-medical-registrars","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/high-school-teachers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/historians","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/human-resources-managers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/human-resources-specialists","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/lawyers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/management-analysts","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/market-research-analysts","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/nursing-assistants","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/opticians-dispensing","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/pharmacists","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/project-management-specialists","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/public-relations-managers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/registered-nurses","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/security-guards","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/structural-iron-and-steel-workers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/surgical-technologists","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/telecommunications-equipment-installers-and-repairers-except-line-installers","zh","career_job_detail","0","true_orphan",""
"/zh/career/jobs/web-developers","zh","career_job_detail","0","true_orphan",""
"/en/help/about","en","help_detail","0","true_orphan",""
"/en/help/contact","en","help_detail","0","true_orphan",""
"/en/help/faq","en","help_detail","0","true_orphan",""
"/en/help/for-business-and-research","en","help_detail","0","true_orphan",""
"/en/help/team","en","help_detail","0","true_orphan",""
"/en/help/used-and-mentioned","en","help_detail","0","true_orphan",""
"/zh/help/contact","zh","help_detail","0","true_orphan",""
"/zh/help/faq","zh","help_detail","0","true_orphan",""
"/zh/help/for-business-and-research","zh","help_detail","0","true_orphan",""
"/en/personality/enfj-a","en","personality_detail","0","true_orphan",""
"/en/personality/enfj-t","en","personality_detail","0","true_orphan",""
"/en/personality/enfp-a","en","personality_detail","0","true_orphan",""
"/en/personality/enfp-t","en","personality_detail","0","true_orphan",""
"/en/personality/entj-a","en","personality_detail","0","true_orphan",""
"/en/personality/entj-t","en","personality_detail","0","true_orphan",""
"/en/personality/entp-a","en","personality_detail","0","true_orphan",""
"/en/personality/entp-t","en","personality_detail","0","true_orphan",""
"/en/personality/esfj-a","en","personality_detail","0","true_orphan",""
"/en/personality/esfj-t","en","personality_detail","0","true_orphan",""
"/en/personality/esfp-a","en","personality_detail","0","true_orphan",""
"/en/personality/esfp-t","en","personality_detail","0","true_orphan",""
"/en/personality/estj-a","en","personality_detail","0","true_orphan",""
"/en/personality/estj-t","en","personality_detail","0","true_orphan",""
"/en/personality/estp-a","en","personality_detail","0","true_orphan",""
"/en/personality/estp-t","en","personality_detail","0","true_orphan",""
"/en/personality/infj-a","en","personality_detail","0","true_orphan",""
"/en/personality/infj-t","en","personality_detail","0","true_orphan",""
"/en/personality/infp-a","en","personality_detail","0","true_orphan",""
"/en/personality/infp-t","en","personality_detail","0","true_orphan",""
"/en/personality/intj-a","en","personality_detail","0","true_orphan",""
"/en/personality/intj-t","en","personality_detail","0","true_orphan",""
"/en/personality/intp-a","en","personality_detail","0","true_orphan",""
"/en/personality/intp-t","en","personality_detail","0","true_orphan",""
"/en/personality/isfj-a","en","personality_detail","0","true_orphan",""
"/en/personality/isfj-t","en","personality_detail","0","true_orphan",""
"/en/personality/isfp-a","en","personality_detail","0","true_orphan",""
"/en/personality/isfp-t","en","personality_detail","0","true_orphan",""
"/en/personality/istj-a","en","personality_detail","0","true_orphan",""
"/en/personality/istj-t","en","personality_detail","0","true_orphan",""
"/en/personality/istp-a","en","personality_detail","0","true_orphan",""
"/en/personality/istp-t","en","personality_detail","0","true_orphan",""
"/zh/personality/enfj-a","zh","personality_detail","0","true_orphan",""
"/zh/personality/enfj-t","zh","personality_detail","0","true_orphan",""
"/zh/personality/enfp-a","zh","personality_detail","0","true_orphan",""
"/zh/personality/enfp-t","zh","personality_detail","0","true_orphan",""
"/zh/personality/entj-a","zh","personality_detail","0","true_orphan",""
"/zh/personality/entj-t","zh","personality_detail","0","true_orphan",""
"/zh/personality/entp-a","zh","personality_detail","0","true_orphan",""
"/zh/personality/entp-t","zh","personality_detail","0","true_orphan",""
"/zh/personality/esfj-a","zh","personality_detail","0","true_orphan",""
"/zh/personality/esfj-t","zh","personality_detail","0","true_orphan",""
"/zh/personality/esfp-a","zh","personality_detail","0","true_orphan",""
"/zh/personality/esfp-t","zh","personality_detail","0","true_orphan",""
"/zh/personality/estj-a","zh","personality_detail","0","true_orphan",""
"/zh/personality/estj-t","zh","personality_detail","0","true_orphan",""
"/zh/personality/estp-a","zh","personality_detail","0","true_orphan",""
"/zh/personality/estp-t","zh","personality_detail","0","true_orphan",""
"/zh/personality/infj-a","zh","personality_detail","0","true_orphan",""
"/zh/personality/infj-t","zh","personality_detail","0","true_orphan",""
"/zh/personality/infp-a","zh","personality_detail","0","true_orphan",""
"/zh/personality/infp-t","zh","personality_detail","0","true_orphan",""
"/zh/personality/intj-a","zh","personality_detail","0","true_orphan",""
"/zh/personality/intj-t","zh","personality_detail","0","true_orphan",""
"/zh/personality/intp-a","zh","personality_detail","0","true_orphan",""
"/zh/personality/intp-t","zh","personality_detail","0","true_orphan",""
"/zh/personality/isfj-a","zh","personality_detail","0","true_orphan",""
"/zh/personality/isfj-t","zh","personality_detail","0","true_orphan",""
"/zh/personality/isfp-a","zh","personality_detail","0","true_orphan",""
"/zh/personality/isfp-t","zh","personality_detail","0","true_orphan",""
"/zh/personality/istj-a","zh","personality_detail","0","true_orphan",""
"/zh/personality/istj-t","zh","personality_detail","0","true_orphan",""
"/zh/personality/istp-a","zh","personality_detail","0","true_orphan",""
"/zh/personality/istp-t","zh","personality_detail","0","true_orphan",""
"/en/about","en","static_legal_help","0","intentional_isolation",""
"/en/privacy","en","static_legal_help","0","intentional_isolation",""
"/en/terms","en","static_legal_help","0","intentional_isolation",""
"/zh/about","zh","static_legal_help","0","intentional_isolation",""
"/zh/brand","zh","static_legal_help","0","intentional_isolation",""
"/zh/careers","zh","static_legal_help","0","intentional_isolation",""
"/zh/charter","zh","static_legal_help","0","intentional_isolation",""
"/zh/foundation","zh","static_legal_help","0","intentional_isolation",""
"/zh/policies","zh","static_legal_help","0","intentional_isolation",""
"/zh/privacy","zh","static_legal_help","0","intentional_isolation",""
"/zh/terms","zh","static_legal_help","0","intentional_isolation",""
"/en/tests/category/career","en","test_category","0","true_orphan",""
"/en/tests/category/personality","en","test_category","0","true_orphan",""
"/zh/tests/category/career","zh","test_category","0","true_orphan",""
"/zh/tests/category/personality","zh","test_category","0","true_orphan",""
"/en/tests/enneagram-personality-test-nine-types","en","test_detail","0","true_orphan",""
"/en/tests/eq-test-emotional-intelligence-assessment","en","test_detail","0","true_orphan",""
"/en/tests/iq-test-intelligence-quotient-assessment","en","test_detail","0","true_orphan",""
"/zh/tests/enneagram-personality-test-nine-types","zh","test_detail","0","true_orphan",""
"/zh/tests/eq-test-emotional-intelligence-assessment","zh","test_detail","0","true_orphan",""
"/zh/tests/iq-test-intelligence-quotient-assessment","zh","test_detail","0","true_orphan",""
"/en/topics/big-five","en","topic_detail","0","true_orphan",""
"/en/topics/iq-eq","en","topic_detail","0","true_orphan",""
"/en/topics/mbti","en","topic_detail","0","true_orphan",""
"/zh/topics/big-five","zh","topic_detail","0","true_orphan",""
"/zh/topics/iq-eq","zh","topic_detail","0","true_orphan",""
"/zh/topics/mbti","zh","topic_detail","0","true_orphan",""
"/en/business","en","static_legal_help","1","intentional_isolation","app/(localized)/[locale]/business/page.tsx"
"/zh/business","zh","static_legal_help","1","intentional_isolation","app/(localized)/[locale]/business/page.tsx"
"/en/tests/big-five-personality-test-ocean-model","en","test_detail","1","weakly_connected","lib/career/displaySurface.ts"
"/en/tests/holland-career-interest-test-riasec","en","test_detail","1","weakly_connected","lib/career/displaySurface.ts"
"/en/tests/mbti-personality-test-16-personality-types","en","test_detail","1","weakly_connected","lib/career/displaySurface.ts"
"/zh/tests/big-five-personality-test-ocean-model","zh","test_detail","1","weakly_connected","lib/career/displaySurface.ts"
"/zh/tests/holland-career-interest-test-riasec","zh","test_detail","1","weakly_connected","lib/career/displaySurface.ts"
"/zh/tests/mbti-personality-test-16-personality-types","zh","test_detail","1","weakly_connected","lib/career/displaySurface.ts"
"/en/career/tests","en","career_hub","2","weakly_connected","app/(localized)/[locale]/career/tests/page.tsx|app/llms.txt/route.ts"
"/zh/career/tests","zh","career_hub","2","weakly_connected","app/(localized)/[locale]/career/tests/page.tsx|app/llms.txt/route.ts"
"/en","en","home","2","weakly_connected","app/llms-full.txt/route.ts|components/i18n/LocaleGatewayButtons.tsx"
"/en/articles","en","articles_hub","3","connected","app/(localized)/[locale]/articles/page.tsx|app/not-found.tsx|lib/seo/cmsRoutePolicy.cjs"
"/zh/articles","zh","articles_hub","3","connected","app/(localized)/[locale]/articles/page.tsx|app/not-found.tsx|lib/seo/cmsRoutePolicy.cjs"
"/en/career/industries","en","career_hub","3","connected","app/(localized)/[locale]/career/industries/page.tsx|app/llms-full.txt/route.ts|app/llms.txt/route.ts"
"/en/career/recommendations","en","career_hub","3","connected","app/(localized)/[locale]/career/recommendations/page.tsx|app/llms-full.txt/route.ts|app/llms.txt/route.ts"
"/zh/career/industries","zh","career_hub","3","connected","app/(localized)/[locale]/career/industries/page.tsx|app/llms-full.txt/route.ts|app/llms.txt/route.ts"
"/zh/career/recommendations","zh","career_hub","3","connected","app/(localized)/[locale]/career/recommendations/page.tsx|app/llms-full.txt/route.ts|app/llms.txt/route.ts"
"/en/tests","en","tests_hub","4","connected","app/(localized)/[locale]/tests/[slug]/page.tsx|app/(localized)/[locale]/tests/page.tsx|app/not-found.tsx|components/layout/SiteHeader.tsx"
"/zh/tests","zh","tests_hub","4","connected","app/(localized)/[locale]/tests/[slug]/page.tsx|app/(localized)/[locale]/tests/page.tsx|app/not-found.tsx|components/layout/SiteHeader.tsx"
"/en/topics","en","topics_hub","4","connected","app/(localized)/[locale]/topics/page.tsx|app/llms-full.txt/route.ts|app/llms.txt/route.ts|lib/seo/cmsRoutePolicy.cjs"
"/zh/topics","zh","topics_hub","4","connected","app/(localized)/[locale]/topics/page.tsx|app/llms-full.txt/route.ts|app/llms.txt/route.ts|lib/seo/cmsRoutePolicy.cjs"
"/en/career/guides","en","career_guides_hub","5","connected","app/(localized)/[locale]/career/guides/[slug]/page.tsx|app/(localized)/[locale]/career/guides/page.tsx|app/llms-full.txt/route.ts|app/llms.txt/route.ts|lib/seo/cmsRoutePolicy.cjs"
"/zh/career/guides","zh","career_guides_hub","5","connected","app/(localized)/[locale]/career/guides/[slug]/page.tsx|app/(localized)/[locale]/career/guides/page.tsx|app/llms-full.txt/route.ts|app/llms.txt/route.ts|lib/seo/cmsRoutePolicy.cjs"
"/en/personality","en","personality_hub","5","connected","app/(localized)/[locale]/personality/page.tsx|app/llms-full.txt/route.ts|app/llms.txt/route.ts|app/not-found.tsx|lib/seo/cmsRoutePolicy.cjs"
"/zh/personality","zh","personality_hub","5","connected","app/(localized)/[locale]/personality/page.tsx|app/llms-full.txt/route.ts|app/llms.txt/route.ts|app/not-found.tsx|lib/seo/cmsRoutePolicy.cjs"
"/en/career","en","career_hub","6","connected","app/(localized)/[locale]/career/guides/[slug]/page.tsx|app/(localized)/[locale]/career/page.tsx|app/(localized)/[locale]/career/recommendations/page.tsx|app/llms-full.txt/route.ts|app/llms.txt/route.ts|app/not-found.tsx"
"/zh/career","zh","career_hub","6","connected","app/(localized)/[locale]/career/guides/[slug]/page.tsx|app/(localized)/[locale]/career/page.tsx|app/(localized)/[locale]/career/recommendations/page.tsx|app/llms-full.txt/route.ts|app/llms.txt/route.ts|app/not-found.tsx"
"/en/support","en","static_legal_help","6","intentional_isolation","app/(localized)/[locale]/support/articles/[slug]/page.tsx|app/(localized)/[locale]/support/guides/[slug]/page.tsx|app/(localized)/[locale]/support/page.tsx|app/llms-full.txt/route.ts|app/llms.txt/route.ts|app/not-found.tsx"
"/zh/support","zh","static_legal_help","6","intentional_isolation","app/(localized)/[locale]/support/articles/[slug]/page.tsx|app/(localized)/[locale]/support/guides/[slug]/page.tsx|app/(localized)/[locale]/support/page.tsx|app/llms-full.txt/route.ts|app/llms.txt/route.ts|app/not-found.tsx"
"/","zh","home","12","connected","app/(localized)/[locale]/(app)/result/[id]/ResultClient.tsx|app/(localized)/[locale]/career/recommendations/page.tsx|app/(root)/layout.tsx|app/(root)/page.tsx|app/llms-full.txt/route.ts|app/not-found.tsx|components/big5/report/SectionRenderer.tsx|components/marketing/HeroSection.tsx|components/result/big5/Big5ResultShell.tsx|components/result/mbti/MbtiChapterSection.tsx|components/result/mbti/MbtiStickyRail.tsx|lib/site.ts"
