type,severity,key,count,routeFamilies,locales,urls
"duplicate_title","P2","infp-t","2","personality_detail","en|zh","https://fermatmind.com/en/personality/infp-t|https://fermatmind.com/zh/personality/infp-t"
"duplicate_title","P2","installation-maintenance-and-repair","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/installation-maintenance-and-repair|https://fermatmind.com/zh/career/industries/installation-maintenance-and-repair"
"duplicate_title","P2","intj-a","2","personality_detail","en|zh","https://fermatmind.com/en/personality/intj-a|https://fermatmind.com/zh/personality/intj-a"
"duplicate_title","P2","intj-t","2","personality_detail","en|zh","https://fermatmind.com/en/personality/intj-t|https://fermatmind.com/zh/personality/intj-t"
"duplicate_title","P2","intp-a","2","personality_detail","en|zh","https://fermatmind.com/en/personality/intp-a|https://fermatmind.com/zh/personality/intp-a"
"duplicate_title","P2","intp-t","2","personality_detail","en|zh","https://fermatmind.com/en/personality/intp-t|https://fermatmind.com/zh/personality/intp-t"
"duplicate_title","P2","iq-eq","2","topic_detail","en|zh","https://fermatmind.com/en/topics/iq-eq|https://fermatmind.com/zh/topics/iq-eq"
"duplicate_title","P2","iq-test-intelligence-quotient-assessment","2","test_detail","en|zh","https://fermatmind.com/en/tests/iq-test-intelligence-quotient-assessment|https://fermatmind.com/zh/tests/iq-test-intelligence-quotient-assessment"
"duplicate_title","P2","isfj-a","2","personality_detail","en|zh","https://fermatmind.com/en/personality/isfj-a|https://fermatmind.com/zh/personality/isfj-a"
"duplicate_title","P2","isfj-t","2","personality_detail","en|zh","https://fermatmind.com/en/personality/isfj-t|https://fermatmind.com/zh/personality/isfj-t"
"duplicate_title","P2","isfp-a","2","personality_detail","en|zh","https://fermatmind.com/en/personality/isfp-a|https://fermatmind.com/zh/personality/isfp-a"
"duplicate_title","P2","isfp-t","2","personality_detail","en|zh","https://fermatmind.com/en/personality/isfp-t|https://fermatmind.com/zh/personality/isfp-t"
"duplicate_title","P2","istj-a","2","personality_detail","en|zh","https://fermatmind.com/en/personality/istj-a|https://fermatmind.com/zh/personality/istj-a"
"duplicate_title","P2","istj-t","2","personality_detail","en|zh","https://fermatmind.com/en/personality/istj-t|https://fermatmind.com/zh/personality/istj-t"
"duplicate_title","P2","istp-a","2","personality_detail","en|zh","https://fermatmind.com/en/personality/istp-a|https://fermatmind.com/zh/personality/istp-a"
"duplicate_title","P2","istp-t","2","personality_detail","en|zh","https://fermatmind.com/en/personality/istp-t|https://fermatmind.com/zh/personality/istp-t"
"duplicate_title","P2","legal","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/legal|https://fermatmind.com/zh/career/industries/legal"
"duplicate_title","P2","life-physical-and-social-science","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/life-physical-and-social-science|https://fermatmind.com/zh/career/industries/life-physical-and-social-science"
"duplicate_title","P2","management","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/management|https://fermatmind.com/zh/career/industries/management"
"duplicate_title","P2","math","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/math|https://fermatmind.com/zh/career/industries/math"
"duplicate_title","P2","mbti","2","topic_detail","en|zh","https://fermatmind.com/en/topics/mbti|https://fermatmind.com/zh/topics/mbti"
"duplicate_title","P2","mbti-personality-test-16-personality-types","2","test_detail","en|zh","https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types|https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types"
"duplicate_title","P2","media-and-communication","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/media-and-communication|https://fermatmind.com/zh/career/industries/media-and-communication"
"duplicate_title","P2","military","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/military|https://fermatmind.com/zh/career/industries/military"
"duplicate_title","P2","office-and-administrative-support","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/office-and-administrative-support|https://fermatmind.com/zh/career/industries/office-and-administrative-support"
"duplicate_title","P2","personal-care-and-service","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/personal-care-and-service|https://fermatmind.com/zh/career/industries/personal-care-and-service"
"duplicate_title","P2","privacy","2","static_legal_help","en|zh","https://fermatmind.com/en/privacy|https://fermatmind.com/zh/privacy"
"duplicate_title","P2","production","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/production|https://fermatmind.com/zh/career/industries/production"
"duplicate_title","P2","protective-service","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/protective-service|https://fermatmind.com/zh/career/industries/protective-service"
"duplicate_title","P2","recommendations","2","career_hub","en|zh","https://fermatmind.com/en/career/recommendations|https://fermatmind.com/zh/career/recommendations"
"duplicate_title","P2","sales","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/sales|https://fermatmind.com/zh/career/industries/sales"
"duplicate_title","P2","support","2","static_legal_help","en|zh","https://fermatmind.com/en/support|https://fermatmind.com/zh/support"
"duplicate_title","P2","terms","2","static_legal_help","en|zh","https://fermatmind.com/en/terms|https://fermatmind.com/zh/terms"
"duplicate_title","P2","topics","2","topics_hub","en|zh","https://fermatmind.com/en/topics|https://fermatmind.com/zh/topics"
"duplicate_title","P2","transportation-and-material-moving","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/transportation-and-material-moving|https://fermatmind.com/zh/career/industries/transportation-and-material-moving"
"duplicate_title","P2","which-love-script-fits-you-best","2","article_detail","en|zh","https://fermatmind.com/en/articles/which-love-script-fits-you-best|https://fermatmind.com/zh/articles/which-love-script-fits-you-best"
"duplicate_semantic_entity","P2","career-family:business-and-financial","6","career_family|career_industry_detail","en|zh","https://fermatmind.com/en/career/family/business-and-financial-37ec69bd|https://fermatmind.com/en/career/family/business-and-financial-a0352070|https://fermatmind.com/en/career/industries/business-and-financial|https://fermatmind.com/zh/career/family/business-and-financial-37ec69bd|https://fermatmind.com/zh/career/family/business-and-financial-a0352070|https://fermatmind.com/zh/career/industries/business-and-financial"
"duplicate_semantic_entity","P2","career-family:computer-and-information-technology","4","career_family|career_industry_detail","en|zh","https://fermatmind.com/en/career/family/computer-and-information-technology|https://fermatmind.com/en/career/industries/computer-and-information-technology|https://fermatmind.com/zh/career/family/computer-and-information-technology|https://fermatmind.com/zh/career/industries/computer-and-information-technology"
"duplicate_semantic_entity","P2","career-family:healthcare","4","career_family|career_industry_detail","en|zh","https://fermatmind.com/en/career/family/healthcare|https://fermatmind.com/en/career/industries/healthcare|https://fermatmind.com/zh/career/family/healthcare|https://fermatmind.com/zh/career/industries/healthcare"
"duplicate_semantic_entity","P2","personality:enfj","4","personality_detail","en|zh","https://fermatmind.com/en/personality/enfj-a|https://fermatmind.com/en/personality/enfj-t|https://fermatmind.com/zh/personality/enfj-a|https://fermatmind.com/zh/personality/enfj-t"
"duplicate_semantic_entity","P2","personality:enfp","4","personality_detail","en|zh","https://fermatmind.com/en/personality/enfp-a|https://fermatmind.com/en/personality/enfp-t|https://fermatmind.com/zh/personality/enfp-a|https://fermatmind.com/zh/personality/enfp-t"
"duplicate_semantic_entity","P2","personality:entj","4","personality_detail","en|zh","https://fermatmind.com/en/personality/entj-a|https://fermatmind.com/en/personality/entj-t|https://fermatmind.com/zh/personality/entj-a|https://fermatmind.com/zh/personality/entj-t"
"duplicate_semantic_entity","P2","personality:entp","4","personality_detail","en|zh","https://fermatmind.com/en/personality/entp-a|https://fermatmind.com/en/personality/entp-t|https://fermatmind.com/zh/personality/entp-a|https://fermatmind.com/zh/personality/entp-t"
"duplicate_semantic_entity","P2","personality:esfj","4","personality_detail","en|zh","https://fermatmind.com/en/personality/esfj-a|https://fermatmind.com/en/personality/esfj-t|https://fermatmind.com/zh/personality/esfj-a|https://fermatmind.com/zh/personality/esfj-t"
"duplicate_semantic_entity","P2","personality:esfp","4","personality_detail","en|zh","https://fermatmind.com/en/personality/esfp-a|https://fermatmind.com/en/personality/esfp-t|https://fermatmind.com/zh/personality/esfp-a|https://fermatmind.com/zh/personality/esfp-t"
"duplicate_semantic_entity","P2","personality:estj","4","personality_detail","en|zh","https://fermatmind.com/en/personality/estj-a|https://fermatmind.com/en/personality/estj-t|https://fermatmind.com/zh/personality/estj-a|https://fermatmind.com/zh/personality/estj-t"
"duplicate_semantic_entity","P2","personality:estp","4","personality_detail","en|zh","https://fermatmind.com/en/personality/estp-a|https://fermatmind.com/en/personality/estp-t|https://fermatmind.com/zh/personality/estp-a|https://fermatmind.com/zh/personality/estp-t"
"duplicate_semantic_entity","P2","personality:infj","4","personality_detail","en|zh","https://fermatmind.com/en/personality/infj-a|https://fermatmind.com/en/personality/infj-t|https://fermatmind.com/zh/personality/infj-a|https://fermatmind.com/zh/personality/infj-t"
"duplicate_semantic_entity","P2","personality:infp","4","personality_detail","en|zh","https://fermatmind.com/en/personality/infp-a|https://fermatmind.com/en/personality/infp-t|https://fermatmind.com/zh/personality/infp-a|https://fermatmind.com/zh/personality/infp-t"
"duplicate_semantic_entity","P2","personality:intj","4","personality_detail","en|zh","https://fermatmind.com/en/personality/intj-a|https://fermatmind.com/en/personality/intj-t|https://fermatmind.com/zh/personality/intj-a|https://fermatmind.com/zh/personality/intj-t"
"duplicate_semantic_entity","P2","personality:intp","4","personality_detail","en|zh","https://fermatmind.com/en/personality/intp-a|https://fermatmind.com/en/personality/intp-t|https://fermatmind.com/zh/personality/intp-a|https://fermatmind.com/zh/personality/intp-t"
"duplicate_semantic_entity","P2","personality:isfj","4","personality_detail","en|zh","https://fermatmind.com/en/personality/isfj-a|https://fermatmind.com/en/personality/isfj-t|https://fermatmind.com/zh/personality/isfj-a|https://fermatmind.com/zh/personality/isfj-t"
"duplicate_semantic_entity","P2","personality:isfp","4","personality_detail","en|zh","https://fermatmind.com/en/personality/isfp-a|https://fermatmind.com/en/personality/isfp-t|https://fermatmind.com/zh/personality/isfp-a|https://fermatmind.com/zh/personality/isfp-t"
"duplicate_semantic_entity","P2","personality:istj","4","personality_detail","en|zh","https://fermatmind.com/en/personality/istj-a|https://fermatmind.com/en/personality/istj-t|https://fermatmind.com/zh/personality/istj-a|https://fermatmind.com/zh/personality/istj-t"
"duplicate_semantic_entity","P2","personality:istp","4","personality_detail","en|zh","https://fermatmind.com/en/personality/istp-a|https://fermatmind.com/en/personality/istp-t|https://fermatmind.com/zh/personality/istp-a|https://fermatmind.com/zh/personality/istp-t"
"duplicate_semantic_entity","P2","article_detail:articlesare-infj-men-rare-or-socially-silenced","2","article_detail","en|zh","https://fermatmind.com/en/articles/are-infj-men-rare-or-socially-silenced|https://fermatmind.com/zh/articles/are-infj-men-rare-or-socially-silenced"
"duplicate_semantic_entity","P2","article_detail:articlesbest-valentines-date-by-personality-and-relationship-science","2","article_detail","en|zh","https://fermatmind.com/en/articles/best-valentines-date-by-personality-and-relationship-science|https://fermatmind.com/zh/articles/best-valentines-date-by-personality-and-relationship-science"
"duplicate_semantic_entity","P2","article_detail:articleschildhood-dream-job-still-shapes-career-choice","2","article_detail","en|zh","https://fermatmind.com/en/articles/childhood-dream-job-still-shapes-career-choice|https://fermatmind.com/zh/articles/childhood-dream-job-still-shapes-career-choice"
"duplicate_semantic_entity","P2","article_detail:articleshow-16-personality-types-talk-to-an-ai-coach","2","article_detail","en|zh","https://fermatmind.com/en/articles/how-16-personality-types-talk-to-an-ai-coach|https://fermatmind.com/zh/articles/how-16-personality-types-talk-to-an-ai-coach"
"duplicate_semantic_entity","P2","article_detail:articleshow-personality-shapes-attitude-toward-ai","2","article_detail","en|zh","https://fermatmind.com/en/articles/how-personality-shapes-attitude-toward-ai|https://fermatmind.com/zh/articles/how-personality-shapes-attitude-toward-ai"
"duplicate_semantic_entity","P2","article_detail:articleswhich-love-script-fits-you-best","2","article_detail","en|zh","https://fermatmind.com/en/articles/which-love-script-fits-you-best|https://fermatmind.com/zh/articles/which-love-script-fits-you-best"
"duplicate_semantic_entity","P2","articles_hub:articles","2","articles_hub","en|zh","https://fermatmind.com/en/articles|https://fermatmind.com/zh/articles"
"duplicate_semantic_entity","P2","career_guides_hub:careerguides","2","career_guides_hub","en|zh","https://fermatmind.com/en/career/guides|https://fermatmind.com/zh/career/guides"
"duplicate_semantic_entity","P2","career_hub:career","2","career_hub","en|zh","https://fermatmind.com/en/career|https://fermatmind.com/zh/career"
"duplicate_semantic_entity","P2","career_hub:careerindustries","2","career_hub","en|zh","https://fermatmind.com/en/career/industries|https://fermatmind.com/zh/career/industries"
"duplicate_semantic_entity","P2","career_hub:careerrecommendations","2","career_hub","en|zh","https://fermatmind.com/en/career/recommendations|https://fermatmind.com/zh/career/recommendations"
"duplicate_semantic_entity","P2","career_hub:careertests","2","career_hub","en|zh","https://fermatmind.com/en/career/tests|https://fermatmind.com/zh/career/tests"
"duplicate_semantic_entity","P2","career-family:architecture-and-engineering","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/architecture-and-engineering|https://fermatmind.com/zh/career/industries/architecture-and-engineering"
"duplicate_semantic_entity","P2","career-family:arts-and-design","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/arts-and-design|https://fermatmind.com/zh/career/industries/arts-and-design"
"duplicate_semantic_entity","P2","career-family:building-and-grounds-cleaning","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/building-and-grounds-cleaning|https://fermatmind.com/zh/career/industries/building-and-grounds-cleaning"
"duplicate_semantic_entity","P2","career-family:community-and-social-service","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/community-and-social-service|https://fermatmind.com/zh/career/industries/community-and-social-service"
"duplicate_semantic_entity","P2","career-family:construction-and-extraction","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/construction-and-extraction|https://fermatmind.com/zh/career/industries/construction-and-extraction"
"duplicate_semantic_entity","P2","career-family:education-training-and-library","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/education-training-and-library|https://fermatmind.com/zh/career/industries/education-training-and-library"
"duplicate_semantic_entity","P2","career-family:entertainment-and-sports","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/entertainment-and-sports|https://fermatmind.com/zh/career/industries/entertainment-and-sports"
"duplicate_semantic_entity","P2","career-family:farming-fishing-and-forestry","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/farming-fishing-and-forestry|https://fermatmind.com/zh/career/industries/farming-fishing-and-forestry"
"duplicate_semantic_entity","P2","career-family:food-preparation-and-serving","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/food-preparation-and-serving|https://fermatmind.com/zh/career/industries/food-preparation-and-serving"
"duplicate_semantic_entity","P2","career-family:installation-maintenance-and-repair","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/installation-maintenance-and-repair|https://fermatmind.com/zh/career/industries/installation-maintenance-and-repair"
"duplicate_semantic_entity","P2","career-family:legal","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/legal|https://fermatmind.com/zh/career/industries/legal"
"duplicate_semantic_entity","P2","career-family:life-physical-and-social-science","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/life-physical-and-social-science|https://fermatmind.com/zh/career/industries/life-physical-and-social-science"
"duplicate_semantic_entity","P2","career-family:management","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/management|https://fermatmind.com/zh/career/industries/management"
"duplicate_semantic_entity","P2","career-family:math","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/math|https://fermatmind.com/zh/career/industries/math"
"duplicate_semantic_entity","P2","career-family:media-and-communication","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/media-and-communication|https://fermatmind.com/zh/career/industries/media-and-communication"
"duplicate_semantic_entity","P2","career-family:military","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/military|https://fermatmind.com/zh/career/industries/military"
"duplicate_semantic_entity","P2","career-family:office-and-administrative-support","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/office-and-administrative-support|https://fermatmind.com/zh/career/industries/office-and-administrative-support"
"duplicate_semantic_entity","P2","career-family:personal-care-and-service","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/personal-care-and-service|https://fermatmind.com/zh/career/industries/personal-care-and-service"
"duplicate_semantic_entity","P2","career-family:production","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/production|https://fermatmind.com/zh/career/industries/production"
"duplicate_semantic_entity","P2","career-family:protective-service","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/protective-service|https://fermatmind.com/zh/career/industries/protective-service"
"duplicate_semantic_entity","P2","career-family:sales","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/sales|https://fermatmind.com/zh/career/industries/sales"
"duplicate_semantic_entity","P2","career-family:transportation-and-material-moving","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/transportation-and-material-moving|https://fermatmind.com/zh/career/industries/transportation-and-material-moving"
"duplicate_semantic_entity","P2","help_detail:helpcontact","2","help_detail","en|zh","https://fermatmind.com/en/help/contact|https://fermatmind.com/zh/help/contact"
"duplicate_semantic_entity","P2","help_detail:helpfaq","2","help_detail","en|zh","https://fermatmind.com/en/help/faq|https://fermatmind.com/zh/help/faq"
"duplicate_semantic_entity","P2","help_detail:helpfor-business-and-research","2","help_detail","en|zh","https://fermatmind.com/en/help/for-business-and-research|https://fermatmind.com/zh/help/for-business-and-research"
"duplicate_semantic_entity","P2","personality_hub:personality","2","personality_hub","en|zh","https://fermatmind.com/en/personality|https://fermatmind.com/zh/personality"
"duplicate_semantic_entity","P2","static_legal_help:about","2","static_legal_help","en|zh","https://fermatmind.com/en/about|https://fermatmind.com/zh/about"
"duplicate_semantic_entity","P2","static_legal_help:business","2","static_legal_help","en|zh","https://fermatmind.com/en/business|https://fermatmind.com/zh/business"
"duplicate_semantic_entity","P2","static_legal_help:privacy","2","static_legal_help","en|zh","https://fermatmind.com/en/privacy|https://fermatmind.com/zh/privacy"
"duplicate_semantic_entity","P2","static_legal_help:support","2","static_legal_help","en|zh","https://fermatmind.com/en/support|https://fermatmind.com/zh/support"
"duplicate_semantic_entity","P2","static_legal_help:terms","2","static_legal_help","en|zh","https://fermatmind.com/en/terms|https://fermatmind.com/zh/terms"
"duplicate_semantic_entity","P2","test_category:testscategorycareer","2","test_category","en|zh","https://fermatmind.com/en/tests/category/career|https://fermatmind.com/zh/tests/category/career"
"duplicate_semantic_entity","P2","test_category:testscategorypersonality","2","test_category","en|zh","https://fermatmind.com/en/tests/category/personality|https://fermatmind.com/zh/tests/category/personality"
