canonical,group,kind,slug,release_at,day_7_due_at,day_7_status,day_14_due_at,day_14_status,day_28_due_at,day_28_status,observed_at,coverage_status,indexing_status,notes
https://fermatmind.com/zh/personality/enfj-t,NF,profile,enfj-t,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/enfp-a,NF,profile,enfp-a,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/enfp-t,NF,profile,enfp-t,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/istj-a,SJ,profile,istj-a,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/istj-t,SJ,profile,istj-t,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/isfj-a,SJ,profile,isfj-a,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/isfj-t,SJ,profile,isfj-t,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/estj-a,SJ,profile,estj-a,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/estj-t,SJ,profile,estj-t,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/esfj-a,SJ,profile,esfj-a,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/esfj-t,SJ,profile,esfj-t,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/istp-a,SP,profile,istp-a,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/istp-t,SP,profile,istp-t,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/isfp-a,SP,profile,isfp-a,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/isfp-t,SP,profile,isfp-t,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/estp-a,SP,profile,estp-a,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/estp-t,SP,profile,estp-t,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/esfp-a,SP,profile,esfp-a,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/esfp-t,SP,profile,esfp-t,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/intj-a-vs-intj-t,NT,at_comparison,intj-a-vs-intj-t,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/intp-a-vs-intp-t,NT,at_comparison,intp-a-vs-intp-t,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/entj-a-vs-entj-t,NT,at_comparison,entj-a-vs-entj-t,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/entp-a-vs-entp-t,NT,at_comparison,entp-a-vs-entp-t,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/infj-a-vs-infj-t,NF,at_comparison,infj-a-vs-infj-t,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/infp-a-vs-infp-t,NF,at_comparison,infp-a-vs-infp-t,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/enfj-a-vs-enfj-t,NF,at_comparison,enfj-a-vs-enfj-t,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/enfp-a-vs-enfp-t,NF,at_comparison,enfp-a-vs-enfp-t,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/istj-a-vs-istj-t,SJ,at_comparison,istj-a-vs-istj-t,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/isfj-a-vs-isfj-t,SJ,at_comparison,isfj-a-vs-isfj-t,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/estj-a-vs-estj-t,SJ,at_comparison,estj-a-vs-estj-t,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/esfj-a-vs-esfj-t,SJ,at_comparison,esfj-a-vs-esfj-t,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/istp-a-vs-istp-t,SP,at_comparison,istp-a-vs-istp-t,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/isfp-a-vs-isfp-t,SP,at_comparison,isfp-a-vs-isfp-t,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/estp-a-vs-estp-t,SP,at_comparison,estp-a-vs-estp-t,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/esfp-a-vs-esfp-t,SP,at_comparison,esfp-a-vs-esfp-t,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/intj-vs-intp,original_cross_type,cross_type_comparison,intj-vs-intp,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/entj-vs-intj,original_cross_type,cross_type_comparison,entj-vs-intj,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/infj-vs-infp,original_cross_type,cross_type_comparison,infj-vs-infp,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/istj-vs-isfj,original_cross_type,cross_type_comparison,istj-vs-isfj,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/enfp-vs-entp,released_cross_type,cross_type_comparison,enfp-vs-entp,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/estj-vs-entj,released_cross_type,cross_type_comparison,estj-vs-entj,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
https://fermatmind.com/zh/personality/isfp-vs-infp,released_cross_type,cross_type_comparison,isfp-vs-infp,2026-07-27T16:51:43Z,2026-08-03T16:51:43.000Z,not_due,2026-08-10T16:51:43.000Z,not_due,2026-08-24T16:51:43.000Z,not_due,,not_observed,not_observed,All release-bound observation windows are not due at the captured time.
