market,source_sheet,authority_source,authority_code,source_title_zh,source_title_en,suggested_title_zh,suggested_title_en,translation_status,action,matched_current_slug,matched_current_title_zh,matched_current_title_en,match_score,release_status,source_status,source_url,review_notes,major_code,major_name_zh,release_year,marker,marker_meaning,definition,major_group_code,major_group_title_en,minor_group_code,minor_group_title_en,broad_occupation_code,broad_occupation_title_en,detailed_soc_code,detailed_soc_title_en,description,review_decision,approved_parent_slug,approved_child_title_zh,approved_child_title_en,reviewer_notes
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,4-03-02-01::烧烤料理师,烧烤料理师,,烧烤料理师,"烧 烤 料 理 specialist",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,中式烹调师,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,4-03-02-02::牛肉拉面制作师,牛肉拉面制作师,,牛肉拉面制作师,"牛 肉 拉 面 制 作 specialist",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,中式面点师,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,4-04-05-13::生成式人工智能系统测试员,生成式人工智能系统测试员,,生成式人工智能系统测试员,"生 成 式 artificial intelligence 系 统 测 试 worker",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,生成式人工智能系统应用员,2025,S,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,4-05-04-02::黄金鉴定估价师,黄金鉴定估价师,,黄金鉴定估价师,"黄 金 鉴 定 估 价 specialist",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,鉴定估价师,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,4-06-02-02::置业顾问,置业顾问,,置业顾问,"置 业 顾 问",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,房地产策划师,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,4-07-03-04::企业文化管理师,企业文化管理师,,企业文化管理师,"企 业 culture manager",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,企业人力资源管理师,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,4-07-03-08::考务管理师,考务管理师,,考务管理师,"考 务 manager",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,招聘师,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,4-07-04-07::景区营销推广师,景区营销推广师,,景区营销推广师,"景 区 marketing 推 广 specialist",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,景区运营管理师,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,4-07-04-07::景区安全管理师,景区安全管理师,,景区安全管理师,"景 区 安 全 manager",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,景区运营管理师,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,4-07-04-07::景区生态环境保护师,景区生态环境保护师,,景区生态环境保护师,"景 区 生 态 environmental protection specialist",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,景区运营管理师,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,4-07-04-07::智慧景区管理师,智慧景区管理师,,智慧景区管理师,"智 慧 景 区 manager",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,景区运营管理师,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,4-08-09-01::旅拍定制师,旅拍定制师,,旅拍定制师,"旅 拍 定 制 specialist",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,商业摄影师,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,4-10-07-02::服务犬驯养师,服务犬驯养师,,服务犬驯养师,"服 务 犬 驯 养 specialist",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,宠物驯导师,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,4-13-02-02::生成式人工智能动画制作员,生成式人工智能动画制作员,,生成式人工智能动画制作员,"生 成 式 artificial intelligence 动 画 制 作 worker",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,动画制作员,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,4-14-01-01::非紧急救护转运员,非紧急救护转运员,,非紧急救护转运员,"非 紧 急 救 护 转 运 worker",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,医疗临床辅助服务员,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,4-14-02-02::睡眠健康管理师,睡眠健康管理师,,睡眠健康管理师,"睡 眠 健 康 manager",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,健康管理师,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,5-05-06-01::保鲜花制作工,保鲜花制作工,,保鲜花制作工,"保 鲜 花 制 作 工",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,园艺产品加工工,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,6-15-01-06::预拌混凝土试验员,预拌混凝土试验员,,预拌混凝土试验员,"预 拌 混 凝 土 试 验 worker",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,预拌混凝土生产工,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,6-15-01-06::预拌混凝土质检员,预拌混凝土质检员,,预拌混凝土质检员,"预 拌 混 凝 土 质 检 worker",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,预拌混凝土生产工,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,6-18-02-05::机器人切割设备操作工,机器人切割设备操作工,,机器人切割设备操作工,"机 器 人 切 割 设 备 操 作 工",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,机械加工材料切割工,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,6-20-03-02::焊接机器人工作站装配工,焊接机器人工作站装配工,,焊接机器人工作站装配工,"焊 接 机 器 人 工 作 站 装 配 工",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,焊接设备装配调试工,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,6-21-01-02::钢筋及预应力机械装配调试工,钢筋及预应力机械装配调试工,,钢筋及预应力机械装配调试工,"钢 筋 及 预 应 力 mechanical 装 配 调 试 工",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,工程机械装配调试工,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,6-28-01-12::风电场叶片维修工,风电场叶片维修工,,风电场叶片维修工,"风 电 场 叶 片 维 修 工",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,风力发电运维值班员,2025,L,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,6-29-04-01::吊顶工,吊顶工,,吊顶工,"吊 顶 工",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,装饰装修工,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,6-30-03-03::航空油料化验员,航空油料化验员,,航空油料化验员,"Aviation 油 料 化 验 worker",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,航空油料员,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,6-30-03-03::航空油料计量统计员,航空油料计量统计员,,航空油料计量统计员,"Aviation 油 料 计 量 statistics worker",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,航空油料员,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,6-30-03-03::航空油料电气仪表员,航空油料电气仪表员,,航空油料电气仪表员,"Aviation 油 料 electrical 仪 表 worker",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,航空油料员,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,6-31-01-08::直流控制保护工,直流控制保护工,,直流控制保护工,"直 流 控 制 保 护 工",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,变电设备检修工,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,6-31-01-08::直流设备检修工,直流设备检修工,,直流设备检修工,"直 流 设 备 检 修 工",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,变电设备检修工,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,6-31-03-05::服装质检员,服装质检员,,服装质检员,"服 装 质 检 worker",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,质检员,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,6-31-03-05::家具生产产品质检员,家具生产产品质检员,,家具生产产品质检员,"家 具 生 产 产 品 质 检 worker",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,质检员,2025,,,,,,,,,,,,,,,,,
CN,China_New_WorkTypes_2025_42,china_new_work_types_2025,6-31-03-06::氢燃料电池测试员,氢燃料电池测试员,,氢燃料电池测试员,"氢 燃 料 电 池 测 试 worker",machine_assisted_rule_review,child_role_review,,,,,new_work_type_child_role,,https://file.m12333.cn/upfile/download/3037d5c4-23c4-06fe-6500-c559089fa3e3.pdf,"Child work type under parent occupation; review as alias/sub-role, not top-level occupation by default.",,试验员,2025,,,,,,,,,,,,,,,,,
