import_run_id,market,authority_source,authority_code,proposed_slug,source_title_zh,source_title_en,suggested_title_zh,suggested_title_en,translation_status,review_decision,approved_title_zh,approved_title_en,reviewer_notes,source_url,definition
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,1-04-02-00,cn-1-04-02-00,社会团体负责人,,社会团体负责人,"社 会 团 体 head",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,1-04-03-00,cn-1-04-03-00,社会服务机构负责人,,社会服务机构负责人,"社 会 服 务 机 构 head",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,1-04-04-00,cn-1-04-04-00,社会中介组织负责人,,社会中介组织负责人,"社 会 中 介 组 织 head",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,1-04-05-00,cn-1-04-05-00,基金会负责人,,基金会负责人,"基 金 会 head",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,1-04-06-00,cn-1-04-06-00,宗教组织负责人,,宗教组织负责人,"宗 教 组 织 head",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,1-05-00-01,cn-1-05-00-01,居民委员会负责人,,居民委员会负责人,"居 民 委 worker 会 head",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,1-05-00-02,cn-1-05-00-02,村民委员会负责人,,村民委员会负责人,"村 民 委 worker 会 head",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,1-06-01-01,cn-1-06-01-01,企业董事,,企业董事,"企 业 董 事",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,1-06-01-02,cn-1-06-01-02,企业经理,,企业经理,"企 业 经 理",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,1-06-01-03,cn-1-06-01-03,国有企业中国共产党组织负责人,,国有企业中国共产党组织负责人,"国 有 企 业 Chinese Communist Party 组 织 head",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,1-06-02-00,cn-1-06-02-00,事业单位负责人,,事业单位负责人,"事 业 单 位 head",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-01-01-00,cn-2-01-01-00,哲学研究人员,,哲学研究人员,"哲 学 研 究 人 worker",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-01-02-00,cn-2-01-02-00,经济学研究人员,,经济学研究人员,"Economics 学 研 究 人 worker",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-01-03-00,cn-2-01-03-00,法学研究人员,,法学研究人员,"法 学 研 究 人 worker",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-01-04-01,cn-2-01-04-01,教育学研究人员,,教育学研究人员,"教 育 学 研 究 人 worker",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-01-04-02,cn-2-01-04-02,心理学研究人员,,心理学研究人员,"心 理 学 研 究 人 worker",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-01-04-03,cn-2-01-04-03,体育学研究人员,,体育学研究人员,"Sports 学 研 究 人 worker",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-01-05-00,cn-2-01-05-00,历史学研究人员,,历史学研究人员,"历 史 学 研 究 人 worker",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-01-06-01,cn-2-01-06-01,数学研究人员,,数学研究人员,"数 学 研 究 人 worker",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-01-06-02,cn-2-01-06-02,物理学研究人员,,物理学研究人员,"物 理 学 研 究 人 worker",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-01-06-03,cn-2-01-06-03,化学研究人员,,化学研究人员,"化 学 研 究 人 worker",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-01-06-04,cn-2-01-06-04,天文学研究人员,,天文学研究人员,"天 文 学 研 究 人 worker",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-01-06-05,cn-2-01-06-05,生物学研究人员,,生物学研究人员,"生 物 学 研 究 人 worker",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-01-06-06,cn-2-01-06-06,地球科学研究人员,,地球科学研究人员,"地 球 scientific research 人 worker",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-01-07-00,cn-2-01-07-00,农业科学研究人员,,农业科学研究人员,"Agriculture scientific research 人 worker",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-01-08-00,cn-2-01-08-00,医学研究人员,,医学研究人员,"医 学 研 究 人 worker",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-01-09-00,cn-2-01-09-00,管理学研究人员,,管理学研究人员,"管 理 学 研 究 人 worker",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-01-10-00,cn-2-01-10-00,文学、艺术学研究人员,,文学、艺术学研究人员,"文 学 、 艺 术 学 研 究 人 worker",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-01-11-00,cn-2-01-11-00,军事学研究人员,,军事学研究人员,"军 事 学 研 究 人 worker",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-01-01,cn-2-02-01-01,地质实验测试工程技术人员,,地质实验测试工程技术人员,"地 质 实 验 测 试 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-01-02,cn-2-02-01-02,地球物理地球化学与遥感勘查工程技术人员,,地球物理地球化学与遥感勘查工程技术人员,"地 球 物 理 地 球 化 学 与 遥 感 勘 查 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-01-03,cn-2-02-01-03,水工环地质工程技术人员,,水工环地质工程技术人员,"水 工 环 地 质 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-01-04,cn-2-02-01-04,地质矿产调查工程技术人员,,地质矿产调查工程技术人员,"地 质 矿 产 调 查 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-01-05,cn-2-02-01-05,钻探工程技术人员,,钻探工程技术人员,"钻 探 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-02-01,cn-2-02-02-01,大地测量工程技术人员,,大地测量工程技术人员,"大 地 测 量 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-02-02,cn-2-02-02-02,工程测量工程技术人员,,工程测量工程技术人员,"工 程 测 量 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-02-03,cn-2-02-02-03,摄影测量与遥感工程技术人员,,摄影测量与遥感工程技术人员,"摄 影 测 量 与 遥 感 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-02-04,cn-2-02-02-04,地图制图工程技术人员,,地图制图工程技术人员,"地 图 制 图 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-02-05,cn-2-02-02-05,海洋测绘工程技术人员,,海洋测绘工程技术人员,"海 洋 测 绘 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-02-06,cn-2-02-02-06,地理国情监测工程技术人员,,地理国情监测工程技术人员,"地 理 国 情 监 测 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-02-07,cn-2-02-02-07,地理信息系统工程技术人员,,地理信息系统工程技术人员,"地 理 信 息 系 统 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-02-08,cn-2-02-02-08,导航与位置服务工程技术人员,,导航与位置服务工程技术人员,"导 航 与 位 置 服 务 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-02-09,cn-2-02-02-09,地质测绘工程技术人员,,地质测绘工程技术人员,"地 质 测 绘 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-03-01,cn-2-02-03-01,矿井建设工程技术人员,,矿井建设工程技术人员,"矿 井 建 设 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-03-02,cn-2-02-03-02,采矿工程技术人员,,采矿工程技术人员,"采 矿 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-03-03,cn-2-02-03-03,矿山通风工程技术人员,,矿山通风工程技术人员,"矿 山 通 风 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-03-04,cn-2-02-03-04,选矿与矿物加工工程技术人员,,选矿与矿物加工工程技术人员,"选 矿 与 矿 物 加 工 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-03-05,cn-2-02-03-05,矿山环保复垦工程技术人员,,矿山环保复垦工程技术人员,"矿 山 环 保 复 垦 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-04-01,cn-2-02-04-01,石油天然气开采工程技术人员,,石油天然气开采工程技术人员,"石 油 天 然 气 开 采 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-04-02,cn-2-02-04-02,石油天然气储运工程技术人员,,石油天然气储运工程技术人员,"石 油 天 然 气 储 运 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-05-01,cn-2-02-05-01,冶炼工程技术人员,,冶炼工程技术人员,"冶 炼 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-05-02,cn-2-02-05-02,轧制工程技术人员,,轧制工程技术人员,"轧 制 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-05-03,cn-2-02-05-03,焦化工程技术人员,,焦化工程技术人员,"焦 chemical engineering 程 technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-05-04,cn-2-02-05-04,金属材料工程技术人员,,金属材料工程技术人员,"金 属 材 料 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-05-05,cn-2-02-05-05,耐火材料工程技术人员,,耐火材料工程技术人员,"耐 火 材 料 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-05-06,cn-2-02-05-06,炭素材料工程技术人员,,炭素材料工程技术人员,"炭 素 材 料 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-05-07,cn-2-02-05-07,冶金热能工程技术人员,,冶金热能工程技术人员,"冶 金 热 能 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-05-08,cn-2-02-05-08,铸管工程技术人员,,铸管工程技术人员,"铸 管 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-05-09,cn-2-02-05-09,稀土工程技术人员,,稀土工程技术人员,"稀 土 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-06-01,cn-2-02-06-01,化工实验工程技术人员,,化工实验工程技术人员,"Chemical engineering 实 验 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-06-02,cn-2-02-06-02,化工设计工程技术人员,,化工设计工程技术人员,"Chemical engineering 设 计 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-06-03,cn-2-02-06-03,化工生产工程技术人员,,化工生产工程技术人员,"Chemical engineering 生 产 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-07-01,cn-2-02-07-01,机械设计工程技术人员,,机械设计工程技术人员,"Mechanical 设 计 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-07-02,cn-2-02-07-02,机械制造工程技术人员,,机械制造工程技术人员,"Mechanical 制 造 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-07-03,cn-2-02-07-03,仪器仪表工程技术人员,,仪器仪表工程技术人员,"仪 器 仪 表 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-07-04,cn-2-02-07-04,设备工程技术人员,,设备工程技术人员,"设 备 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-07-05,cn-2-02-07-05,医学设备管理工程技术人员,,医学设备管理工程技术人员,"医 学 设 备 management engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-07-06,cn-2-02-07-06,模具设计工程技术人员,,模具设计工程技术人员,"模 具 设 计 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-07-07,cn-2-02-07-07,自动控制工程技术人员,,自动控制工程技术人员,"自 动 控 制 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-07-08,cn-2-02-07-08,材料成形与改性工程技术人员,,材料成形与改性工程技术人员,"材 料 成 形 与 改 性 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
019da6c0-b090-701d-b29b-c1ab6899dd5d,CN,china_occupation_directory_2026,2-02-07-09,cn-2-02-07-09,焊接工程技术人员,,焊接工程技术人员,"焊 接 engineering technician",machine_assisted_rule_review,,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,
