level,slug,locale,code,message
repair_required,agricultural-and-food-science-technicians,zh-CN,projection_missing_audit_boundary,
repair_required,agricultural-and-food-science-technicians,en,projection_missing_audit_boundary,
repair_required,agricultural-and-food-scientists,zh-CN,projection_missing_audit_boundary,
repair_required,agricultural-and-food-scientists,en,projection_missing_audit_boundary,
repair_required,agricultural-engineers,zh-CN,projection_missing_audit_boundary,
repair_required,agricultural-engineers,en,projection_missing_audit_boundary,
repair_required,agricultural-equipment-operators,zh-CN,projection_missing_audit_boundary,
repair_required,agricultural-equipment-operators,en,projection_missing_audit_boundary,
repair_required,agricultural-inspectors,zh-CN,projection_missing_audit_boundary,
repair_required,agricultural-inspectors,en,projection_missing_audit_boundary,
repair_required,agricultural-sciences-teachers-postsecondary,zh-CN,projection_missing_audit_boundary,
repair_required,agricultural-sciences-teachers-postsecondary,en,projection_missing_audit_boundary,
repair_required,agricultural-technicians,zh-CN,projection_missing_audit_boundary,
repair_required,agricultural-technicians,en,projection_missing_audit_boundary,
repair_required,agricultural-workers,zh-CN,projection_missing_audit_boundary,
repair_required,agricultural-workers,en,projection_missing_audit_boundary,
repair_required,air-crew-members,zh-CN,projection_missing_audit_boundary,
repair_required,air-crew-members,en,projection_missing_audit_boundary,
repair_required,air-crew-officers,zh-CN,projection_missing_audit_boundary,
repair_required,air-crew-officers,en,projection_missing_audit_boundary,
repair_required,air-traffic-controllers,zh-CN,projection_missing_audit_boundary,
repair_required,air-traffic-controllers,en,projection_missing_audit_boundary,
repair_required,aircraft-and-avionics-equipment-mechanics-and-technicians,zh-CN,projection_missing_audit_boundary,
repair_required,aircraft-and-avionics-equipment-mechanics-and-technicians,en,projection_missing_audit_boundary,
repair_required,aircraft-cargo-handling-supervisors,zh-CN,projection_missing_audit_boundary,
repair_required,aircraft-cargo-handling-supervisors,en,projection_missing_audit_boundary,
repair_required,aircraft-launch-and-recovery-officers,zh-CN,projection_missing_audit_boundary,
repair_required,aircraft-launch-and-recovery-officers,en,projection_missing_audit_boundary,
repair_required,aircraft-launch-and-recovery-specialists,zh-CN,projection_missing_audit_boundary,
repair_required,aircraft-launch-and-recovery-specialists,en,projection_missing_audit_boundary,
repair_required,aircraft-mechanics-and-service-technicians,zh-CN,projection_missing_audit_boundary,
repair_required,aircraft-mechanics-and-service-technicians,en,projection_missing_audit_boundary,
repair_required,aircraft-service-attendants,zh-CN,projection_missing_audit_boundary,
repair_required,aircraft-service-attendants,en,projection_missing_audit_boundary,
repair_required,aircraft-structure-surfaces-rigging-and-systems-assemblers,zh-CN,projection_missing_audit_boundary,
repair_required,aircraft-structure-surfaces-rigging-and-systems-assemblers,en,projection_missing_audit_boundary,
repair_required,airfield-operations-specialists,zh-CN,projection_missing_audit_boundary,
repair_required,airfield-operations-specialists,en,projection_missing_audit_boundary,
repair_required,airline-and-commercial-pilots,zh-CN,projection_missing_audit_boundary,
repair_required,airline-and-commercial-pilots,en,projection_missing_audit_boundary,
repair_required,airline-pilots-copilots-and-flight-engineers,zh-CN,projection_missing_audit_boundary,
repair_required,airline-pilots-copilots-and-flight-engineers,en,projection_missing_audit_boundary,
repair_required,allergists-and-immunologists,zh-CN,projection_missing_audit_boundary,
repair_required,allergists-and-immunologists,en,projection_missing_audit_boundary,
repair_required,ambulance-drivers-and-attendants-except-emergency-medical-technicians,zh-CN,projection_missing_audit_boundary,
repair_required,ambulance-drivers-and-attendants-except-emergency-medical-technicians,en,projection_missing_audit_boundary,
repair_required,amusement-and-recreation-attendants,zh-CN,projection_missing_audit_boundary,
repair_required,amusement-and-recreation-attendants,en,projection_missing_audit_boundary,
repair_required,anesthesiologist-assistants,zh-CN,projection_missing_audit_boundary,
repair_required,anesthesiologist-assistants,en,projection_missing_audit_boundary,
repair_required,anesthesiologists,zh-CN,projection_missing_audit_boundary,
repair_required,anesthesiologists,en,projection_missing_audit_boundary,
repair_required,animal-breeders,zh-CN,projection_missing_audit_boundary,
repair_required,animal-breeders,en,projection_missing_audit_boundary,
repair_required,animal-care-and-service-workers,zh-CN,projection_missing_audit_boundary,
repair_required,animal-care-and-service-workers,en,projection_missing_audit_boundary,
repair_required,animal-caretakers,zh-CN,projection_missing_audit_boundary,
repair_required,animal-caretakers,en,projection_missing_audit_boundary,
repair_required,animal-control-workers,zh-CN,projection_missing_audit_boundary,
repair_required,animal-control-workers,en,projection_missing_audit_boundary,
repair_required,animal-scientists,zh-CN,projection_missing_audit_boundary,
repair_required,animal-scientists,en,projection_missing_audit_boundary,
repair_required,animal-trainers,zh-CN,projection_missing_audit_boundary,
repair_required,animal-trainers,en,projection_missing_audit_boundary,
