level,slug,locale,code,message
repair_required,agricultural-sciences-teachers-postsecondary,en,locale_independence_score_below_3,None
repair_required,agricultural-technicians,zh-CN,locale_independence_score_below_3,None
repair_required,agricultural-technicians,en,locale_independence_score_below_3,None
repair_required,agricultural-workers,zh-CN,locale_independence_score_below_3,None
repair_required,agricultural-workers,en,locale_independence_score_below_3,None
repair_required,air-crew-members,zh-CN,locale_independence_score_below_3,None
repair_required,air-crew-members,en,locale_independence_score_below_3,None
repair_required,air-crew-officers,zh-CN,locale_independence_score_below_3,None
repair_required,air-crew-officers,en,locale_independence_score_below_3,None
repair_required,air-traffic-controllers,zh-CN,locale_independence_score_below_3,None
repair_required,air-traffic-controllers,en,locale_independence_score_below_3,None
repair_required,aircraft-and-avionics-equipment-mechanics-and-technicians,zh-CN,locale_independence_score_below_3,None
repair_required,aircraft-and-avionics-equipment-mechanics-and-technicians,en,locale_independence_score_below_3,None
repair_required,aircraft-cargo-handling-supervisors,zh-CN,locale_independence_score_below_3,None
repair_required,aircraft-cargo-handling-supervisors,en,locale_independence_score_below_3,None
repair_required,aircraft-launch-and-recovery-officers,zh-CN,locale_independence_score_below_3,None
repair_required,aircraft-launch-and-recovery-officers,en,locale_independence_score_below_3,None
repair_required,aircraft-launch-and-recovery-specialists,zh-CN,locale_independence_score_below_3,None
repair_required,aircraft-launch-and-recovery-specialists,en,locale_independence_score_below_3,None
repair_required,aircraft-mechanics-and-service-technicians,zh-CN,locale_independence_score_below_3,None
repair_required,aircraft-mechanics-and-service-technicians,en,locale_independence_score_below_3,None
repair_required,aircraft-service-attendants,zh-CN,locale_independence_score_below_3,None
repair_required,aircraft-service-attendants,en,locale_independence_score_below_3,None
repair_required,aircraft-structure-surfaces-rigging-and-systems-assemblers,zh-CN,locale_independence_score_below_3,None
repair_required,aircraft-structure-surfaces-rigging-and-systems-assemblers,en,locale_independence_score_below_3,None
repair_required,airfield-operations-specialists,zh-CN,locale_independence_score_below_3,None
repair_required,airfield-operations-specialists,en,locale_independence_score_below_3,None
repair_required,airline-and-commercial-pilots,zh-CN,locale_independence_score_below_3,None
repair_required,airline-and-commercial-pilots,en,locale_independence_score_below_3,None
repair_required,airline-pilots-copilots-and-flight-engineers,zh-CN,locale_independence_score_below_3,None
repair_required,airline-pilots-copilots-and-flight-engineers,en,locale_independence_score_below_3,None
repair_required,allergists-and-immunologists,zh-CN,locale_independence_score_below_3,None
repair_required,allergists-and-immunologists,en,locale_independence_score_below_3,None
repair_required,ambulance-drivers-and-attendants-except-emergency-medical-technicians,zh-CN,locale_independence_score_below_3,None
repair_required,ambulance-drivers-and-attendants-except-emergency-medical-technicians,en,locale_independence_score_below_3,None
repair_required,amusement-and-recreation-attendants,zh-CN,locale_independence_score_below_3,None
repair_required,amusement-and-recreation-attendants,en,locale_independence_score_below_3,None
repair_required,anesthesiologist-assistants,zh-CN,locale_independence_score_below_3,None
repair_required,anesthesiologist-assistants,en,locale_independence_score_below_3,None
repair_required,anesthesiologists,zh-CN,locale_independence_score_below_3,None
repair_required,anesthesiologists,en,locale_independence_score_below_3,None
repair_required,animal-breeders,zh-CN,locale_independence_score_below_3,None
repair_required,animal-breeders,en,locale_independence_score_below_3,None
repair_required,animal-care-and-service-workers,zh-CN,locale_independence_score_below_3,None
repair_required,animal-care-and-service-workers,en,locale_independence_score_below_3,None
repair_required,animal-caretakers,zh-CN,locale_independence_score_below_3,None
repair_required,animal-caretakers,en,locale_independence_score_below_3,None
repair_required,animal-control-workers,zh-CN,locale_independence_score_below_3,None
repair_required,animal-control-workers,en,locale_independence_score_below_3,None
repair_required,animal-scientists,zh-CN,locale_independence_score_below_3,None
repair_required,animal-scientists,en,locale_independence_score_below_3,None
repair_required,animal-trainers,zh-CN,locale_independence_score_below_3,None
repair_required,animal-trainers,en,locale_independence_score_below_3,None
