owner_row_id,topic,locale,normalized_query,window_id,page,is_public_canonical,proposed_primary_owner,is_proposed_owner,clicks,impressions,ctr,position,page_count,query_total_impressions,non_owner_impressions,non_owner_share,query_status,evidence_status
8,Big Five,en,big five ocean personality test,current28,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,true,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,true,0,4,0.00000000,53.5000,1,4,0,0.000000,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
5,Big Five,zh,big five 测试,current28,https://fermatmind.com/zh/articles/big-five-tool-guide,true,https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model,false,0,1,0.00000000,10.0000,2,4,1,0.250000,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
5,Big Five,zh,big five 测试,current28,https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model,true,https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model,true,0,3,0.00000000,10.0000,2,4,1,0.250000,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
22,EQ,en,eq test,current28,https://fermatmind.com/tests/eq-test-emotional-intelligence-assessment-%E6%83%85%E5%95%86%E6%B5%8B%E8%AF%95,false,https://fermatmind.com/en/tests/eq-test-emotional-intelligence-assessment,false,0,3,0.00000000,77.0000,1,3,0,0.000000,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
20,EQ,zh,eq 测试,current28,https://fermatmind.com/zh/tests/eq-test-emotional-intelligence-assessment,true,https://fermatmind.com/zh/tests/eq-test-emotional-intelligence-assessment,true,0,1,0.00000000,2.0000,1,1,0,0.000000,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
20,EQ,zh,eq测试,current28,https://fermatmind.com/zh/tests/eq-test-emotional-intelligence-assessment,true,https://fermatmind.com/zh/tests/eq-test-emotional-intelligence-assessment,true,0,1,0.00000000,8.0000,1,1,0,0.000000,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
13,RIASEC,en,holland career test,current28,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,https://fermatmind.com/en/tests/holland-career-interest-test-riasec,false,0,5,0.00000000,67.6000,1,5,5,1.000000,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
12,RIASEC,en,holland code riasec,current28,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,0,20,0.00000000,43.8000,1,20,0,0.000000,OBSERVED_SINGLE_PAGE,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
13,RIASEC,en,holland code riasec test,current28,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,https://fermatmind.com/en/tests/holland-career-interest-test-riasec,false,0,20,0.00000000,53.1000,1,20,20,1.000000,OBSERVED_SINGLE_PAGE,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
13,RIASEC,en,holland code test,current28,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,https://fermatmind.com/en/tests/holland-career-interest-test-riasec,false,0,2,0.00000000,50.0000,1,2,2,1.000000,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
12,RIASEC,en,holland riasec,current28,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,0,11,0.00000000,22.7273,1,11,0,0.000000,OBSERVED_SINGLE_PAGE,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
13,RIASEC,en,holland riasec test,current28,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,https://fermatmind.com/en/tests/holland-career-interest-test-riasec,false,0,3,0.00000000,49.0000,1,3,3,1.000000,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
3,MBTI,zh,infj和infp的区别,current28,https://fermatmind.com/zh/personality/infj-vs-infp,false,https://fermatmind.com/zh/personality,false,0,15,0.00000000,10.7333,1,15,0,0.000000,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
3,MBTI,zh,infp和infj的区别,current28,https://fermatmind.com/zh/personality/infj-vs-infp,false,https://fermatmind.com/zh/personality,false,0,18,0.00000000,10.0556,1,18,0,0.000000,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
3,MBTI,zh,intj和intp的区别,current28,https://fermatmind.com/zh/personality/intj-vs-intp,false,https://fermatmind.com/zh/personality,false,0,17,0.00000000,5.6471,1,17,0,0.000000,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
3,MBTI,zh,intp 和 intj 的 区别,current28,https://fermatmind.com/zh/personality/intj-vs-intp,false,https://fermatmind.com/zh/personality,false,0,12,0.00000000,8.7500,1,12,0,0.000000,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
3,MBTI,zh,intp和intj的区别,current28,https://fermatmind.com/zh/personality/intj-vs-intp,false,https://fermatmind.com/zh/personality,false,1,34,0.02941176,6.9412,1,34,0,0.000000,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
17,IQ,zh,iq 测试,current28,https://fermatmind.com/zh/articles/iq-test-tool-guide,true,https://fermatmind.com/zh/tests/iq-test-intelligence-quotient-assessment,false,0,2,0.00000000,21.5000,2,5,2,0.400000,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
17,IQ,zh,iq 测试,current28,https://fermatmind.com/zh/tests/iq-test-intelligence-quotient-assessment,true,https://fermatmind.com/zh/tests/iq-test-intelligence-quotient-assessment,true,0,3,0.00000000,32.0000,2,5,2,0.400000,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
17,IQ,zh,iq测试,current28,https://fermatmind.com/zh/articles/iq-test-tool-guide,true,https://fermatmind.com/zh/tests/iq-test-intelligence-quotient-assessment,false,0,2,0.00000000,16.5000,1,2,2,1.000000,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
18,IQ,zh,iq測試準嗎,current28,https://fermatmind.com/zh/articles/iq-test-score-and-limits-explained,true,https://fermatmind.com/zh/articles/iq-test-score-and-limits-explained,true,0,1,0.00000000,11.0000,1,1,0,0.000000,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
1,MBTI,zh,mbti 16 型 人格 測驗 免費,current28,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,0,37,0.00000000,9.0811,1,37,0,0.000000,OBSERVED_SINGLE_PAGE,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
4,MBTI,en,mbti test,current28,https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types-MBTI,false,https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types,false,0,1,0.00000000,74.0000,2,11,0,0.000000,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
4,MBTI,en,mbti test,current28,https://fermatmind.com/tests/mbti-personality-test-16-personality-types-MBTI,false,https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types,false,0,10,0.00000000,69.2000,2,11,0,0.000000,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
1,MBTI,zh,mbti test 免費,current28,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,0,34,0.00000000,9.3235,1,34,0,0.000000,OBSERVED_SINGLE_PAGE,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
2,MBTI,zh,mbti 人格,current28,https://fermatmind.com/zh/articles/mbti-basics,true,https://fermatmind.com/zh/articles/mbti-basics,true,0,17,0.00000000,32.8824,2,18,1,0.055556,OBSERVED_MULTI_PAGE_NO_ACTIONABLE_CONFLICT,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
2,MBTI,zh,mbti 人格,current28,https://fermatmind.com/zh/personality,true,https://fermatmind.com/zh/articles/mbti-basics,false,0,1,0.00000000,13.0000,2,18,1,0.055556,OBSERVED_MULTI_PAGE_NO_ACTIONABLE_CONFLICT,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
1,MBTI,zh,mbti 人格 测试 免费,current28,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,1,16,0.06250000,6.6250,1,16,0,0.000000,OBSERVED_SINGLE_PAGE,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
1,MBTI,zh,mbti 免费,current28,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,0,11,0.00000000,4.4545,1,11,0,0.000000,OBSERVED_SINGLE_PAGE,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
1,MBTI,zh,mbti 免费测试,current28,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,0,11,0.00000000,6.1818,1,11,0,0.000000,OBSERVED_SINGLE_PAGE,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
1,MBTI,zh,mbti 快速测试,current28,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,0,16,0.00000000,6.7500,1,16,0,0.000000,OBSERVED_SINGLE_PAGE,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
2,MBTI,zh,mbti 性格,current28,https://fermatmind.com/zh/articles/mbti-basics,true,https://fermatmind.com/zh/articles/mbti-basics,true,0,9,0.00000000,18.2222,2,10,1,0.100000,OBSERVED_MULTI_PAGE_NO_ACTIONABLE_CONFLICT,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
2,MBTI,zh,mbti 性格,current28,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,https://fermatmind.com/zh/articles/mbti-basics,false,0,1,0.00000000,18.0000,2,10,1,0.100000,OBSERVED_MULTI_PAGE_NO_ACTIONABLE_CONFLICT,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
2,MBTI,zh,mbti 意思,current28,https://fermatmind.com/zh/articles/mbti-basics,true,https://fermatmind.com/zh/articles/mbti-basics,true,0,16,0.00000000,24.2500,1,16,0,0.000000,OBSERVED_SINGLE_PAGE,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
2,MBTI,zh,mbti 是什么,current28,https://fermatmind.com/zh/articles/mbti-basics,true,https://fermatmind.com/zh/articles/mbti-basics,true,0,4,0.00000000,11.7500,1,4,0,0.000000,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
1,MBTI,zh,mbti 测试,current28,https://fermatmind.com/zh/articles/mbti-basics,true,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,false,0,2,0.00000000,19.0000,2,18,2,0.111111,OBSERVED_MULTI_PAGE_NO_ACTIONABLE_CONFLICT,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
1,MBTI,zh,mbti 测试,current28,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,1,16,0.06250000,16.2500,2,18,2,0.111111,OBSERVED_MULTI_PAGE_NO_ACTIONABLE_CONFLICT,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
1,MBTI,zh,mbti 测试 免費,current28,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,7,75,0.09333333,5.5467,1,75,0,0.000000,OBSERVED_SINGLE_PAGE,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
1,MBTI,zh,mbti 测试 免费,current28,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,2,20,0.10000000,6.2500,1,20,0,0.000000,OBSERVED_SINGLE_PAGE,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
1,MBTI,zh,mbti 測試,current28,https://fermatmind.com/zh/articles/big-five-tool-guide,true,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,false,0,1,0.00000000,6.0000,2,240,1,0.004167,OBSERVED_MULTI_PAGE_NO_ACTIONABLE_CONFLICT,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
1,MBTI,zh,mbti 測試,current28,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,5,239,0.02092050,9.7155,2,240,1,0.004167,OBSERVED_MULTI_PAGE_NO_ACTIONABLE_CONFLICT,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
1,MBTI,zh,mbti 測試 免費,current28,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,0,59,0.00000000,8.9322,1,59,0,0.000000,OBSERVED_SINGLE_PAGE,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
2,MBTI,zh,mbti人格,current28,https://fermatmind.com/zh/articles/mbti-basics,true,https://fermatmind.com/zh/articles/mbti-basics,true,0,12,0.00000000,35.0833,2,13,1,0.076923,OBSERVED_MULTI_PAGE_NO_ACTIONABLE_CONFLICT,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
2,MBTI,zh,mbti人格,current28,https://fermatmind.com/zh/personality,true,https://fermatmind.com/zh/articles/mbti-basics,false,0,1,0.00000000,20.0000,2,13,1,0.076923,OBSERVED_MULTI_PAGE_NO_ACTIONABLE_CONFLICT,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
1,MBTI,zh,mbti人格测试,current28,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,1,11,0.09090909,15.3636,1,11,0,0.000000,OBSERVED_SINGLE_PAGE,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
1,MBTI,zh,mbti免费测试,current28,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,15,300,0.05000000,5.1133,1,300,0,0.000000,OBSERVED_SINGLE_PAGE,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
1,MBTI,zh,mbti性格测试,current28,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,1,11,0.09090909,7.2727,1,11,0,0.000000,OBSERVED_SINGLE_PAGE,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
2,MBTI,zh,mbti意思,current28,https://fermatmind.com/zh/articles/mbti-basics,true,https://fermatmind.com/zh/articles/mbti-basics,true,0,6,0.00000000,4.3333,1,6,0,0.000000,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
2,MBTI,zh,mbti是什么,current28,https://fermatmind.com/zh/articles/mbti-basics,true,https://fermatmind.com/zh/articles/mbti-basics,true,0,29,0.00000000,13.2069,1,29,0,0.000000,OBSERVED_SINGLE_PAGE,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
2,MBTI,zh,mbti是什么意思,current28,https://fermatmind.com/zh/articles/mbti-basics,true,https://fermatmind.com/zh/articles/mbti-basics,true,0,8,0.00000000,11.2500,1,8,0,0.000000,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
1,MBTI,zh,mbti检测,current28,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,0,13,0.00000000,7.4615,1,13,0,0.000000,OBSERVED_SINGLE_PAGE,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
1,MBTI,zh,mbti测试,current28,https://fermatmind.com/zh/articles/enneagram-personality-test-explained,true,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,false,0,1,0.00000000,34.0000,3,404,8,0.019802,OBSERVED_MULTI_PAGE_NO_ACTIONABLE_CONFLICT,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
1,MBTI,zh,mbti测试,current28,https://fermatmind.com/zh/articles/mbti-basics,true,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,false,0,7,0.00000000,13.1429,3,404,8,0.019802,OBSERVED_MULTI_PAGE_NO_ACTIONABLE_CONFLICT,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
1,MBTI,zh,mbti测试,current28,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,6,396,0.01515152,8.6465,3,404,8,0.019802,OBSERVED_MULTI_PAGE_NO_ACTIONABLE_CONFLICT,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
1,MBTI,zh,mbti测试 免费,current28,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,0,10,0.00000000,5.1000,1,10,0,0.000000,OBSERVED_SINGLE_PAGE,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
1,MBTI,zh,mbti测试免费,current28,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,2,117,0.01709402,5.8889,1,117,0,0.000000,OBSERVED_SINGLE_PAGE,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
1,MBTI,zh,mbti测试入口,current28,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,0,11,0.00000000,5.2727,1,11,0,0.000000,OBSERVED_SINGLE_PAGE,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
1,MBTI,zh,mbti測試,current28,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,1,107,0.00934579,9.6729,1,107,0,0.000000,OBSERVED_SINGLE_PAGE,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
12,RIASEC,en,meaning of riasec,current28,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,0,1,0.00000000,11.0000,1,1,0,0.000000,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
8,Big Five,en,ocean test,current28,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,true,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,true,0,3,0.00000000,61.3333,1,3,0,0.000000,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
12,RIASEC,en,riasec,current28,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,0,105,0.00000000,42.4857,2,106,1,0.009434,OBSERVED_MULTI_PAGE_NO_ACTIONABLE_CONFLICT,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
12,RIASEC,en,riasec,current28,https://fermatmind.com/zh/articles/riasec-holland-career-interest-test-explained,true,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,false,0,1,0.00000000,10.0000,2,106,1,0.009434,OBSERVED_MULTI_PAGE_NO_ACTIONABLE_CONFLICT,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
13,RIASEC,en,riasec career test,current28,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,https://fermatmind.com/en/tests/holland-career-interest-test-riasec,false,0,4,0.00000000,48.2500,1,4,4,1.000000,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
12,RIASEC,en,riasec holland code,current28,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,0,11,0.00000000,53.0000,1,11,0,0.000000,OBSERVED_SINGLE_PAGE,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
12,RIASEC,en,riasec meaning,current28,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,0,11,0.00000000,23.0909,1,11,0,0.000000,OBSERVED_SINGLE_PAGE,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
12,RIASEC,en,riasec model,current28,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,0,19,0.00000000,49.5789,1,19,0,0.000000,OBSERVED_SINGLE_PAGE,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
13,RIASEC,en,riasec test,current28,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,https://fermatmind.com/en/tests/holland-career-interest-test-riasec,false,0,73,0.00000000,51.4384,2,77,73,1.000000,OBSERVED_LEGACY_OR_NONCANONICAL_MULTIPAGE,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
13,RIASEC,en,riasec test,current28,https://fermatmind.com/tests/holland-career-interest-test-riasec-%E9%9C%8D%E5%85%B0%E5%BE%B7%E8%81%8C%E4%B8%9A%E5%85%B4%E8%B6%A3%E6%B5%8B%E8%AF%95,false,https://fermatmind.com/en/tests/holland-career-interest-test-riasec,false,0,4,0.00000000,47.7500,2,77,73,1.000000,OBSERVED_LEGACY_OR_NONCANONICAL_MULTIPAGE,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
9,RIASEC,zh,riasec 测试,current28,https://fermatmind.com/zh/articles/riasec-holland-career-interest-test-explained,true,https://fermatmind.com/zh/tests/holland-career-interest-test-riasec,false,0,1,0.00000000,6.0000,2,9,1,0.111111,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
9,RIASEC,zh,riasec 测试,current28,https://fermatmind.com/zh/tests/holland-career-interest-test-riasec,true,https://fermatmind.com/zh/tests/holland-career-interest-test-riasec,true,0,8,0.00000000,7.8750,2,9,1,0.111111,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
8,Big Five,en,the big five personality test,current28,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,true,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,true,0,2,0.00000000,54.0000,1,2,0,0.000000,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
12,RIASEC,en,what does riasec mean,current28,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,0,3,0.00000000,6.3333,1,3,0,0.000000,LOW_VOLUME_OBSERVED,VERIFIED_M01_QUERY_PAGE_SOURCE_LIMITED
