owner_row_id,topic,locale,exact_query,normalized_query,proposed_primary_owner,current28_observed,observed_windows,mapping_basis
1,MBTI,zh,mbti 快速测试,mbti 快速测试,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
1,MBTI,zh,mbti 测试,mbti 测试,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
1,MBTI,zh,mbti 测试 免費,mbti 测试 免費,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
1,MBTI,zh,mbti 测试 免费,mbti 测试 免费,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
1,MBTI,zh,mbti 測試,mbti 測試,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
1,MBTI,zh,mbti 測試 免費,mbti 測試 免費,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
1,MBTI,zh,mbti人格测试,mbti人格测试,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
1,MBTI,zh,mbti免费测试,mbti免费测试,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
1,MBTI,zh,mbti性格测试,mbti性格测试,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
1,MBTI,zh,mbti检测,mbti检测,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
1,MBTI,zh,mbti测试,mbti测试,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
1,MBTI,zh,mbti测试 免费,mbti测试 免费,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
1,MBTI,zh,mbti测试免费,mbti测试免费,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
1,MBTI,zh,mbti测试入口,mbti测试入口,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
1,MBTI,zh,mbti測試,mbti測試,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
1,MBTI,zh,免费mbti,免费mbti,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
1,MBTI,zh,免费mbti测试,免费mbti测试,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
1,MBTI,zh,十六人格测试,十六人格测试,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
1,MBTI,zh,十六型人格测试,十六型人格测试,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
1,MBTI,zh,性格测试mbti,性格测试mbti,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
1,MBTI,zh,测mbti,测mbti,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
1,MBTI,zh,测试mbti,测试mbti,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
2,MBTI,zh,mbti 人格,mbti 人格,https://fermatmind.com/zh/articles/mbti-basics,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
2,MBTI,zh,mbti 性格,mbti 性格,https://fermatmind.com/zh/articles/mbti-basics,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
2,MBTI,zh,mbti 意思,mbti 意思,https://fermatmind.com/zh/articles/mbti-basics,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
2,MBTI,zh,mbti 是什么,mbti 是什么,https://fermatmind.com/zh/articles/mbti-basics,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
2,MBTI,zh,mbti人格,mbti人格,https://fermatmind.com/zh/articles/mbti-basics,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
2,MBTI,zh,mbti意思,mbti意思,https://fermatmind.com/zh/articles/mbti-basics,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
2,MBTI,zh,mbti是什么,mbti是什么,https://fermatmind.com/zh/articles/mbti-basics,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
2,MBTI,zh,mbti是什么意思,mbti是什么意思,https://fermatmind.com/zh/articles/mbti-basics,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
3,MBTI,zh,infj和infp的区别,infj和infp的区别,https://fermatmind.com/zh/personality,true,current28|day90,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
3,MBTI,zh,infp和infj的区别,infp和infj的区别,https://fermatmind.com/zh/personality,true,current28|day90,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
3,MBTI,zh,intj和intp的区别,intj和intp的区别,https://fermatmind.com/zh/personality,true,current28|day90,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
3,MBTI,zh,intp 和 intj 的 区别,intp 和 intj 的 区别,https://fermatmind.com/zh/personality,true,current28|day90,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
3,MBTI,zh,intp和intj的区别,intp和intj的区别,https://fermatmind.com/zh/personality,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
4,MBTI,en,mbti test,mbti test,https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types,true,current28|day90,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
5,Big Five,zh,big five 测试,big five 测试,https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
5,Big Five,zh,五大人格测试,五大人格测试,https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
5,Big Five,zh,大五人格测试,大五人格测试,https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
5,Big Five,zh,大五人格测试免费,大五人格测试免费,https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
6,Big Five,zh,大五,大五,https://fermatmind.com/zh/articles/big-five-tool-guide,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
6,Big Five,zh,大五人格,大五人格,https://fermatmind.com/zh/articles/big-five-tool-guide,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
6,Big Five,zh,大五人格是什么,大五人格是什么,https://fermatmind.com/zh/articles/big-five-tool-guide,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
8,Big Five,en,big 5 ocean test,big 5 ocean test,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,true,current28|day90,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
8,Big Five,en,big five ocean personality test,big five ocean personality test,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,true,current28|day90,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
8,Big Five,en,ocean test,ocean test,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,true,current28|day90,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
8,Big Five,en,the big five personality test,the big five personality test,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,true,current28|day90,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
9,RIASEC,zh,riasec 测试,riasec 测试,https://fermatmind.com/zh/tests/holland-career-interest-test-riasec,true,current28|day90,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
9,RIASEC,zh,霍兰德测试,霍兰德测试,https://fermatmind.com/zh/tests/holland-career-interest-test-riasec,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
9,RIASEC,zh,霍兰德职业兴趣测试,霍兰德职业兴趣测试,https://fermatmind.com/zh/tests/holland-career-interest-test-riasec,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
9,RIASEC,zh,霍兰德职业兴趣测试 免费,霍兰德职业兴趣测试 免费,https://fermatmind.com/zh/tests/holland-career-interest-test-riasec,true,current28|day90,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
9,RIASEC,zh,霍兰德职业兴趣测试免费,霍兰德职业兴趣测试免费,https://fermatmind.com/zh/tests/holland-career-interest-test-riasec,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
9,RIASEC,zh,霍兰德职业测试,霍兰德职业测试,https://fermatmind.com/zh/tests/holland-career-interest-test-riasec,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
9,RIASEC,zh,霍兰德职业测试 免费,霍兰德职业测试 免费,https://fermatmind.com/zh/tests/holland-career-interest-test-riasec,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
9,RIASEC,zh,霍兰德职业测试免费,霍兰德职业测试免费,https://fermatmind.com/zh/tests/holland-career-interest-test-riasec,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
12,RIASEC,en,holland code riasec,holland code riasec,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
12,RIASEC,en,holland riasec,holland riasec,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
12,RIASEC,en,meaning of riasec,meaning of riasec,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
12,RIASEC,en,riasec,riasec,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
12,RIASEC,en,riasec holland code,riasec holland code,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
12,RIASEC,en,riasec meaning,riasec meaning,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
12,RIASEC,en,riasec model,riasec model,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
12,RIASEC,en,what does riasec mean,what does riasec mean,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
12,RIASEC,en,what does riasec stand for,what does riasec stand for,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
12,RIASEC,en,what is riasec,what is riasec,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
12,RIASEC,en,what is the riasec model,what is the riasec model,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,true,current28|day90,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
13,RIASEC,en,holland career test,holland career test,https://fermatmind.com/en/tests/holland-career-interest-test-riasec,true,current28|day90,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
13,RIASEC,en,holland code riasec test,holland code riasec test,https://fermatmind.com/en/tests/holland-career-interest-test-riasec,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
13,RIASEC,en,holland code test,holland code test,https://fermatmind.com/en/tests/holland-career-interest-test-riasec,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
13,RIASEC,en,holland riasec test,holland riasec test,https://fermatmind.com/en/tests/holland-career-interest-test-riasec,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
13,RIASEC,en,riasec career test,riasec career test,https://fermatmind.com/en/tests/holland-career-interest-test-riasec,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
13,RIASEC,en,riasec test,riasec test,https://fermatmind.com/en/tests/holland-career-interest-test-riasec,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
14,Enneagram,zh,9型人格测试,9型人格测试,https://fermatmind.com/zh/tests/enneagram-personality-test-nine-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
14,Enneagram,zh,9型人格测试免费,9型人格测试免费,https://fermatmind.com/zh/tests/enneagram-personality-test-nine-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
14,Enneagram,zh,九型人格免费测试,九型人格免费测试,https://fermatmind.com/zh/tests/enneagram-personality-test-nine-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
14,Enneagram,zh,九型人格测试,九型人格测试,https://fermatmind.com/zh/tests/enneagram-personality-test-nine-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
14,Enneagram,zh,九型人格测试免費,九型人格测试免費,https://fermatmind.com/zh/tests/enneagram-personality-test-nine-types,true,current28|day90,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
14,Enneagram,zh,九型人格测试免费,九型人格测试免费,https://fermatmind.com/zh/tests/enneagram-personality-test-nine-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
14,Enneagram,zh,九型人格測試,九型人格測試,https://fermatmind.com/zh/tests/enneagram-personality-test-nine-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
14,Enneagram,zh,九型人格測試免費,九型人格測試免費,https://fermatmind.com/zh/tests/enneagram-personality-test-nine-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
14,Enneagram,zh,九型人格測驗,九型人格測驗,https://fermatmind.com/zh/tests/enneagram-personality-test-nine-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
14,Enneagram,zh,九型人格測驗免費,九型人格測驗免費,https://fermatmind.com/zh/tests/enneagram-personality-test-nine-types,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
17,IQ,zh,iq 测试,iq 测试,https://fermatmind.com/zh/tests/iq-test-intelligence-quotient-assessment,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
17,IQ,zh,iq测试,iq测试,https://fermatmind.com/zh/tests/iq-test-intelligence-quotient-assessment,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
17,IQ,zh,智商 测试,智商 测试,https://fermatmind.com/zh/tests/iq-test-intelligence-quotient-assessment,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
17,IQ,zh,智商测试,智商测试,https://fermatmind.com/zh/tests/iq-test-intelligence-quotient-assessment,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
18,IQ,zh,iq測試準嗎,iq測試準嗎,https://fermatmind.com/zh/articles/iq-test-score-and-limits-explained,true,current28|day90,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
18,IQ,zh,智商测试分数,智商测试分数,https://fermatmind.com/zh/articles/iq-test-score-and-limits-explained,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
18,IQ,zh,智商測驗準嗎,智商測驗準嗎,https://fermatmind.com/zh/articles/iq-test-score-and-limits-explained,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
19,IQ,en,iq test,iq test,https://fermatmind.com/en/tests/iq-test-intelligence-quotient-assessment,false,day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
20,EQ,zh,eq 测试,eq 测试,https://fermatmind.com/zh/tests/eq-test-emotional-intelligence-assessment,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
20,EQ,zh,eq测试,eq测试,https://fermatmind.com/zh/tests/eq-test-emotional-intelligence-assessment,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
20,EQ,zh,情商测试,情商测试,https://fermatmind.com/zh/tests/eq-test-emotional-intelligence-assessment,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
20,EQ,zh,情商测试免费,情商测试免费,https://fermatmind.com/zh/tests/eq-test-emotional-intelligence-assessment,true,current28|day90|prev28,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
20,EQ,zh,情商测试题,情商测试题,https://fermatmind.com/zh/tests/eq-test-emotional-intelligence-assessment,true,current28|day90,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
22,EQ,en,eq test,eq test,https://fermatmind.com/en/tests/eq-test-emotional-intelligence-assessment,true,current28|day90,REVIEWED_EXACT_ALIAS_NO_FUZZY_MATCH
