market,source_sheet,authority_source,authority_code,source_title_en,suggested_title_zh,translation_status,action,matched_current_slug,matched_current_title_en,matched_current_title_zh,match_score,major_group_code,major_group_title_en,minor_group_code,minor_group_title_en,broad_occupation_code,broad_occupation_title_en,detailed_soc_code,detailed_soc_title_en,description,source_status,source_url,review_notes,source_title_zh,suggested_title_en
US,US_English_Directory,onet_soc_2019,11-3013.00,Facilities Managers,经理,machine_assisted_rule_review,create,,,,0.788,11-0000,Management Occupations,11-3000,Operations Specialties Managers,11-3010,Administrative Services and Facilities Managers,11-3013,Facilities Managers,"Plan, direct, or coordinate operations and functionalities of facilities and buildings. May include surrounding grounds or multiple facilities of an organization's campus.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Facilities Managers
US,US_English_Directory,onet_soc_2019,11-3013.01,Security Managers,经理,machine_assisted_rule_review,create,,,,0.710,11-0000,Management Occupations,11-3000,Operations Specialties Managers,11-3010,Administrative Services and Facilities Managers,11-3013,Facilities Managers,"Direct an organization's security functions, including physical security and safety of employees and facilities.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Security Managers
US,US_English_Directory,onet_soc_2019,11-3021.00,Computer and Information Systems Managers,计算机与信息系统经理,from_existing_match,skip,computer-and-information-systems-managers,Computer and information systems managers,计算机与信息系统经理,1.000,11-0000,Management Occupations,11-3000,Operations Specialties Managers,11-3020,Computer and Information Systems Managers,11-3021,Computer and Information Systems Managers,"Plan, direct, or coordinate activities in such fields as electronic data processing, information systems, systems analysis, and computer programming.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,Computer and Information Systems Managers
US,US_English_Directory,onet_soc_2019,11-3031.00,Financial Managers,财务经理,from_existing_match,skip,financial-managers,Financial managers,财务经理,1.000,11-0000,Management Occupations,11-3000,Operations Specialties Managers,11-3030,Financial Managers,11-3031,Financial Managers,"Plan, direct, or coordinate accounting, investing, banking, insurance, securities, and other financial activities of a branch, office, or department of an establishment.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,Financial Managers
US,US_English_Directory,onet_soc_2019,11-3031.01,Treasurers and Controllers,,needs_translation,create,,,,0.615,11-0000,Management Occupations,11-3000,Operations Specialties Managers,11-3030,Financial Managers,11-3031,Financial Managers,"Direct financial activities, such as planning, procurement, and investments for all or part of an organization.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Treasurers and Controllers
US,US_English_Directory,onet_soc_2019,11-3031.03,Investment Fund Managers,经理,machine_assisted_rule_review,create,,,,0.596,11-0000,Management Occupations,11-3000,Operations Specialties Managers,11-3030,Financial Managers,11-3031,Financial Managers,"Plan, direct, or coordinate investment strategy or operations for a large pool of liquid assets supplied by institutional investors or individual investors.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Investment Fund Managers
US,US_English_Directory,onet_soc_2019,11-3051.00,Industrial Production Managers,工业生产经理,from_existing_match,skip,industrial-production-managers,Industrial production managers,工业生产经理,1.000,11-0000,Management Occupations,11-3000,Operations Specialties Managers,11-3050,Industrial Production Managers,11-3051,Industrial Production Managers,"Plan, direct, or coordinate the work activities and resources necessary for manufacturing products in accordance with cost, quality, and quantity specifications.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,Industrial Production Managers
US,US_English_Directory,onet_soc_2019,11-3051.01,Quality Control Systems Managers,经理,machine_assisted_rule_review,create,,,,0.690,11-0000,Management Occupations,11-3000,Operations Specialties Managers,11-3050,Industrial Production Managers,11-3051,Industrial Production Managers,"Plan, direct, or coordinate quality assurance programs. Formulate quality control policies and control quality of laboratory and production efforts.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Quality Control Systems Managers
US,US_English_Directory,onet_soc_2019,11-3051.02,Geothermal Production Managers,生产经理,machine_assisted_rule_review,create,,,,0.800,11-0000,Management Occupations,11-3000,Operations Specialties Managers,11-3050,Industrial Production Managers,11-3051,Industrial Production Managers,Manage operations at geothermal power generation facilities. Maintain and monitor geothermal plant equipment for efficient and safe plant operations.,official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Geothermal Production Managers
US,US_English_Directory,onet_soc_2019,11-3051.03,Biofuels Production Managers,生产经理,machine_assisted_rule_review,create,,,,0.793,11-0000,Management Occupations,11-3000,Operations Specialties Managers,11-3050,Industrial Production Managers,11-3051,Industrial Production Managers,"Manage biofuels production and plant operations. Collect and process information on plant production and performance, diagnose problems, and design corrective procedures.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Biofuels Production Managers
US,US_English_Directory,onet_soc_2019,11-3051.04,Biomass Power Plant Managers,经理,machine_assisted_rule_review,create,,,,0.531,11-0000,Management Occupations,11-3000,Operations Specialties Managers,11-3050,Industrial Production Managers,11-3051,Industrial Production Managers,"Manage operations at biomass power generation facilities. Direct work activities at plant, including supervision of operations and maintenance staff.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Biomass Power Plant Managers
US,US_English_Directory,onet_soc_2019,11-3051.06,Hydroelectric Production Managers,生产经理,machine_assisted_rule_review,create,,,,0.762,11-0000,Management Occupations,11-3000,Operations Specialties Managers,11-3050,Industrial Production Managers,11-3051,Industrial Production Managers,Manage operations at hydroelectric power generation facilities. Maintain and monitor hydroelectric plant equipment for efficient and safe plant operations.,official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Hydroelectric Production Managers
US,US_English_Directory,onet_soc_2019,11-3061.00,Purchasing Managers,经理,machine_assisted_rule_review,create,,,,0.686,11-0000,Management Occupations,11-3000,Operations Specialties Managers,11-3060,Purchasing Managers,11-3061,Purchasing Managers,"Plan, direct, or coordinate the activities of buyers, purchasing officers, and related workers involved in purchasing materials, products, and services. Includes wholesale or retail trade merchandising managers and procurement managers.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Purchasing Managers
US,US_English_Directory,onet_soc_2019,11-3071.00,"Transportation, Storage, and Distribution Managers",运输、仓储与配送经理,from_existing_match,skip,transportation-storage-and-distribution-managers,"Transportation, storage, and distribution managers",运输、仓储与配送经理,1.000,11-0000,Management Occupations,11-3000,Operations Specialties Managers,11-3070,"Transportation, Storage, and Distribution Managers",11-3071,"Transportation, Storage, and Distribution Managers","Plan, direct, or coordinate transportation, storage, or distribution activities in accordance with organizational policies and applicable government laws or regulations. Includes logistics managers.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,"Transportation, Storage, and Distribution Managers"
US,US_English_Directory,onet_soc_2019,11-3071.04,Supply Chain Managers,经理,machine_assisted_rule_review,create,,,,0.667,11-0000,Management Occupations,11-3000,Operations Specialties Managers,11-3070,"Transportation, Storage, and Distribution Managers",11-3071,"Transportation, Storage, and Distribution Managers","Direct or coordinate production, purchasing, warehousing, distribution, or financial forecasting services or activities to limit costs and improve accuracy, customer service, or safety. Examine existing procedures or opportunities for streamlining activities to meet product distribution needs. Direct the movement, storage, or processing of inventory.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Supply Chain Managers
US,US_English_Directory,onet_soc_2019,11-3111.00,Compensation and Benefits Managers,薪酬与福利经理,from_existing_match,skip,compensation-and-benefits-managers,Compensation and benefits managers,薪酬与福利经理,1.000,11-0000,Management Occupations,11-3000,Operations Specialties Managers,11-3110,Compensation and Benefits Managers,11-3111,Compensation and Benefits Managers,"Plan, direct, or coordinate compensation and benefits activities of an organization.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,Compensation and Benefits Managers
US,US_English_Directory,onet_soc_2019,11-3121.00,Human Resources Managers,人力资源经理,from_existing_match,skip,human-resources-managers,Human resources managers,人力资源经理,1.000,11-0000,Management Occupations,11-3000,Operations Specialties Managers,11-3120,Human Resources Managers,11-3121,Human Resources Managers,"Plan, direct, or coordinate human resources activities and staff of an organization.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,Human Resources Managers
US,US_English_Directory,onet_soc_2019,11-3131.00,Training and Development Managers,培训与发展经理,from_existing_match,skip,training-and-development-managers,Training and development managers,培训与发展经理,1.000,11-0000,Management Occupations,11-3000,Operations Specialties Managers,11-3130,Training and Development Managers,11-3131,Training and Development Managers,"Plan, direct, or coordinate the training and development activities and staff of an organization.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,Training and Development Managers
US,US_English_Directory,onet_soc_2019,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",农场主、牧场主及其他农业经理,from_existing_match,skip,farmers-ranchers-and-other-agricultural-managers,"Farmers, ranchers, and other agricultural managers",农场主、牧场主及其他农业经理,1.000,11-0000,Management Occupations,11-9000,Other Management Occupations,11-9010,"Farmers, Ranchers, and Other Agricultural Managers",11-9013,"Farmers, Ranchers, and Other Agricultural Managers","Plan, direct, or coordinate the management or operation of farms, ranches, greenhouses, aquacultural operations, nurseries, timber tracts, or other agricultural establishments. May hire, train, and supervise farm workers or contract for services to carry out the day-to-day activities of the managed operation. May engage in or supervise planting, cultivating, harvesting, and financial and marketing activities.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,"Farmers, Ranchers, and Other Agricultural Managers"
US,US_English_Directory,onet_soc_2019,11-9021.00,Construction Managers,施工经理,from_existing_match,skip,construction-managers,Construction managers,施工经理,1.000,11-0000,Management Occupations,11-9000,Other Management Occupations,11-9020,Construction Managers,11-9021,Construction Managers,"Plan, direct, or coordinate, usually through subordinate supervisory personnel, activities concerned with the construction and maintenance of structures, facilities, and systems. Participate in the conceptual development of a construction project and oversee its organization, scheduling, budgeting, and implementation. Includes managers in specialized construction fields, such as carpentry or plumbing.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,Construction Managers
US,US_English_Directory,onet_soc_2019,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",教育,machine_assisted_rule_review,create,,,,0.592,11-0000,Management Occupations,11-9000,Other Management Occupations,11-9030,Education and Childcare Administrators,11-9031,"Education and Childcare Administrators, Preschool and Daycare","Plan, direct, or coordinate academic or nonacademic activities of preschools or childcare centers and programs, including before- and after-school care.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,"Education and Childcare Administrators, Preschool and Daycare"
US,US_English_Directory,onet_soc_2019,11-9032.00,"Education Administrators, Kindergarten through Secondary",教育,machine_assisted_rule_review,create,,,,0.581,11-0000,Management Occupations,11-9000,Other Management Occupations,11-9030,Education and Childcare Administrators,11-9032,"Education Administrators, Kindergarten through Secondary","Plan, direct, or coordinate the academic, administrative, or auxiliary activities of kindergarten, elementary, or secondary schools.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,"Education Administrators, Kindergarten through Secondary"
US,US_English_Directory,onet_soc_2019,11-9033.00,"Education Administrators, Postsecondary",教育,machine_assisted_rule_review,create,,,,0.632,11-0000,Management Occupations,11-9000,Other Management Occupations,11-9030,Education and Childcare Administrators,11-9033,"Education Administrators, Postsecondary","Plan, direct, or coordinate student instruction, administration, and services, as well as other research and educational activities, at postsecondary institutions, including universities, colleges, and junior and community colleges.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,"Education Administrators, Postsecondary"
US,US_English_Directory,onet_soc_2019,11-9039.00,"Education Administrators, All Other",教育,machine_assisted_rule_review,create,,,,0.667,11-0000,Management Occupations,11-9000,Other Management Occupations,11-9030,Education and Childcare Administrators,11-9039,"Education Administrators, All Other",All education administrators not listed separately.,official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,"Education Administrators, All Other"
US,US_English_Directory,onet_soc_2019,11-9041.00,Architectural and Engineering Managers,建筑与工程经理,from_existing_match,skip,architectural-and-engineering-managers,Architectural and engineering managers,建筑与工程经理,1.000,11-0000,Management Occupations,11-9000,Other Management Occupations,11-9040,Architectural and Engineering Managers,11-9041,Architectural and Engineering Managers,"Plan, direct, or coordinate activities in such fields as architecture and engineering or research and development in these fields.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,Architectural and Engineering Managers
US,US_English_Directory,onet_soc_2019,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,经理,machine_assisted_rule_review,create,,,,0.611,11-0000,Management Occupations,11-9000,Other Management Occupations,11-9040,Architectural and Engineering Managers,11-9041,Architectural and Engineering Managers,"Define, plan, or execute biofuels/biodiesel research programs that evaluate alternative feedstock and process technologies with near-term commercial potential.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Biofuels/Biodiesel Technology and Product Development Managers
US,US_English_Directory,onet_soc_2019,11-9051.00,Food Service Managers,餐饮服务经理,from_existing_match,skip,food-service-managers,Food service managers,餐饮服务经理,1.000,11-0000,Management Occupations,11-9000,Other Management Occupations,11-9050,Food Service Managers,11-9051,Food Service Managers,"Plan, direct, or coordinate activities of an organization or department that serves food and beverages.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,Food Service Managers
US,US_English_Directory,onet_soc_2019,11-9071.00,Gambling Managers,经理,machine_assisted_rule_review,create,,,,0.788,11-0000,Management Occupations,11-9000,Other Management Occupations,11-9070,Entertainment and Recreation Managers,11-9071,Gambling Managers,"Plan, direct, or coordinate gambling operations in a casino. May formulate house rules.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Gambling Managers
US,US_English_Directory,onet_soc_2019,11-9072.00,"Entertainment and Recreation Managers, Except Gambling",经理,machine_assisted_rule_review,create,,,,0.822,11-0000,Management Occupations,11-9000,Other Management Occupations,11-9070,Entertainment and Recreation Managers,11-9072,"Entertainment and Recreation Managers, Except Gambling","Plan, direct, or coordinate entertainment and recreational activities and operations of a recreational facility, including cruise ships and parks.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,"Entertainment and Recreation Managers, Except Gambling"
US,US_English_Directory,onet_soc_2019,11-9081.00,Lodging Managers,住宿经理,from_existing_match,skip,lodging-managers,Lodging managers,住宿经理,1.000,11-0000,Management Occupations,11-9000,Other Management Occupations,11-9080,Lodging Managers,11-9081,Lodging Managers,"Plan, direct, or coordinate activities of an organization or department that provides lodging and other accommodations.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,Lodging Managers
US,US_English_Directory,onet_soc_2019,11-9111.00,Medical and Health Services Managers,医疗与健康服务经理,from_existing_match,skip,medical-and-health-services-managers,Medical and health services managers,医疗与健康服务经理,1.000,11-0000,Management Occupations,11-9000,Other Management Occupations,11-9110,Medical and Health Services Managers,11-9111,Medical and Health Services Managers,"Plan, direct, or coordinate medical and health services in hospitals, clinics, managed care organizations, public health agencies, or similar organizations.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,Medical and Health Services Managers
US,US_English_Directory,onet_soc_2019,11-9121.00,Natural Sciences Managers,自然科学领域经理,from_existing_match,skip,natural-sciences-managers,Natural sciences managers,自然科学领域经理,1.000,11-0000,Management Occupations,11-9000,Other Management Occupations,11-9120,Natural Sciences Managers,11-9121,Natural Sciences Managers,"Plan, direct, or coordinate activities in such fields as life sciences, physical sciences, mathematics, statistics, and research and development in these fields.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,Natural Sciences Managers
US,US_English_Directory,onet_soc_2019,11-9121.01,Clinical Research Coordinators,,needs_translation,create,,,,0.643,11-0000,Management Occupations,11-9000,Other Management Occupations,11-9120,Natural Sciences Managers,11-9121,Natural Sciences Managers,"Plan, direct, or coordinate clinical research projects. Direct the activities of workers engaged in clinical research projects to ensure compliance with protocols and overall clinical objectives. May evaluate and analyze clinical data.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Clinical Research Coordinators
US,US_English_Directory,onet_soc_2019,11-9121.02,Water Resource Specialists,专家,machine_assisted_rule_review,create,,,,0.830,11-0000,Management Occupations,11-9000,Other Management Occupations,11-9120,Natural Sciences Managers,11-9121,Natural Sciences Managers,"Design or implement programs and strategies related to water resource issues such as supply, quality, and regulatory compliance issues.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Water Resource Specialists
US,US_English_Directory,onet_soc_2019,11-9131.00,Postmasters and Mail Superintendents,,needs_translation,create,,,,0.537,11-0000,Management Occupations,11-9000,Other Management Occupations,11-9130,Postmasters and Mail Superintendents,11-9131,Postmasters and Mail Superintendents,"Plan, direct, or coordinate operational, administrative, management, and support services of a U.S. post office; or coordinate activities of workers engaged in postal and related work in assigned post office.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Postmasters and Mail Superintendents
US,US_English_Directory,onet_soc_2019,11-9141.00,"Property, Real Estate, and Community Association Managers",物业、房地产与社区协会经理,from_existing_match,skip,property-real-estate-and-community-association-managers,"Property, real estate, and community association managers",物业、房地产与社区协会经理,1.000,11-0000,Management Occupations,11-9000,Other Management Occupations,11-9140,"Property, Real Estate, and Community Association Managers",11-9141,"Property, Real Estate, and Community Association Managers","Plan, direct, or coordinate the selling, buying, leasing, or governance activities of commercial, industrial, or residential real estate properties. Includes managers of homeowner and condominium associations, rented or leased housing units, buildings, or land (including rights-of-way).",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,"Property, Real Estate, and Community Association Managers"
US,US_English_Directory,onet_soc_2019,11-9151.00,Social and Community Service Managers,社会与社区服务经理,from_existing_match,skip,social-and-community-service-managers,Social and community service managers,社会与社区服务经理,1.000,11-0000,Management Occupations,11-9000,Other Management Occupations,11-9150,Social and Community Service Managers,11-9151,Social and Community Service Managers,"Plan, direct, or coordinate the activities of a social service program or community outreach organization. Oversee the program or organization's budget and policies regarding participant involvement, program requirements, and benefits. Work may involve directing social workers, counselors, or probation officers.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,Social and Community Service Managers
US,US_English_Directory,onet_soc_2019,11-9161.00,Emergency Management Directors,应急管理主管,from_existing_match,skip,emergency-management-directors,Emergency management directors,应急管理主管,1.000,11-0000,Management Occupations,11-9000,Other Management Occupations,11-9160,Emergency Management Directors,11-9161,Emergency Management Directors,"Plan and direct disaster response or crisis management activities, provide disaster preparedness training, and prepare emergency plans and procedures for natural (e.g., hurricanes, floods, earthquakes), wartime, or technological (e.g., nuclear power plant emergencies or hazardous materials spills) disasters or hostage situations.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,Emergency Management Directors
