slug,locale,url,status,ok,preview,source_count,internal_keys,source_leakage,unsafe_outcome,raw_enum,en_contains_cjk,error
airline-and-commercial-pilots,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/airline-and-commercial-pilots/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
airline-and-commercial-pilots,en,https://staging.fermatmind.com/api/v0.5/career/jobs/airline-and-commercial-pilots/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
airline-pilots-copilots-and-flight-engineers,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/airline-pilots-copilots-and-flight-engineers/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
airline-pilots-copilots-and-flight-engineers,en,https://staging.fermatmind.com/api/v0.5/career/jobs/airline-pilots-copilots-and-flight-engineers/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
allergists-and-immunologists,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/allergists-and-immunologists/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
allergists-and-immunologists,en,https://staging.fermatmind.com/api/v0.5/career/jobs/allergists-and-immunologists/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
ambulance-drivers-and-attendants-except-emergency-medical-technicians,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/ambulance-drivers-and-attendants-except-emergency-medical-technicians/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
ambulance-drivers-and-attendants-except-emergency-medical-technicians,en,https://staging.fermatmind.com/api/v0.5/career/jobs/ambulance-drivers-and-attendants-except-emergency-medical-technicians/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
amusement-and-recreation-attendants,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/amusement-and-recreation-attendants/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
amusement-and-recreation-attendants,en,https://staging.fermatmind.com/api/v0.5/career/jobs/amusement-and-recreation-attendants/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
anesthesiologist-assistants,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/anesthesiologist-assistants/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
anesthesiologist-assistants,en,https://staging.fermatmind.com/api/v0.5/career/jobs/anesthesiologist-assistants/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
anesthesiologists,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/anesthesiologists/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
anesthesiologists,en,https://staging.fermatmind.com/api/v0.5/career/jobs/anesthesiologists/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
animal-breeders,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/animal-breeders/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
animal-breeders,en,https://staging.fermatmind.com/api/v0.5/career/jobs/animal-breeders/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
animal-care-and-service-workers,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/animal-care-and-service-workers/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
animal-care-and-service-workers,en,https://staging.fermatmind.com/api/v0.5/career/jobs/animal-care-and-service-workers/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
animal-caretakers,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/animal-caretakers/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
animal-caretakers,en,https://staging.fermatmind.com/api/v0.5/career/jobs/animal-caretakers/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
animal-control-workers,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/animal-control-workers/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
animal-control-workers,en,https://staging.fermatmind.com/api/v0.5/career/jobs/animal-control-workers/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
animal-scientists,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/animal-scientists/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
animal-scientists,en,https://staging.fermatmind.com/api/v0.5/career/jobs/animal-scientists/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
announcers,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/announcers/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
announcers,en,https://staging.fermatmind.com/api/v0.5/career/jobs/announcers/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
anthropology-and-archeology-teachers-postsecondary,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/anthropology-and-archeology-teachers-postsecondary/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
anthropology-and-archeology-teachers-postsecondary,en,https://staging.fermatmind.com/api/v0.5/career/jobs/anthropology-and-archeology-teachers-postsecondary/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
arbitrators-mediators-and-conciliators,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/arbitrators-mediators-and-conciliators/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
arbitrators-mediators-and-conciliators,en,https://staging.fermatmind.com/api/v0.5/career/jobs/arbitrators-mediators-and-conciliators/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
architects,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/architects/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
architects,en,https://staging.fermatmind.com/api/v0.5/career/jobs/architects/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
architects-except-landscape-and-naval,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/architects-except-landscape-and-naval/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
architects-except-landscape-and-naval,en,https://staging.fermatmind.com/api/v0.5/career/jobs/architects-except-landscape-and-naval/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
architectural-and-civil-drafters,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/architectural-and-civil-drafters/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
architectural-and-civil-drafters,en,https://staging.fermatmind.com/api/v0.5/career/jobs/architectural-and-civil-drafters/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
architecture-teachers-postsecondary,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/architecture-teachers-postsecondary/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
architecture-teachers-postsecondary,en,https://staging.fermatmind.com/api/v0.5/career/jobs/architecture-teachers-postsecondary/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
area-ethnic-and-cultural-studies-teachers-postsecondary,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/area-ethnic-and-cultural-studies-teachers-postsecondary/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
area-ethnic-and-cultural-studies-teachers-postsecondary,en,https://staging.fermatmind.com/api/v0.5/career/jobs/area-ethnic-and-cultural-studies-teachers-postsecondary/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
armored-assault-vehicle-crew-members,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/armored-assault-vehicle-crew-members/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
armored-assault-vehicle-crew-members,en,https://staging.fermatmind.com/api/v0.5/career/jobs/armored-assault-vehicle-crew-members/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
armored-assault-vehicle-officers,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/armored-assault-vehicle-officers/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
armored-assault-vehicle-officers,en,https://staging.fermatmind.com/api/v0.5/career/jobs/armored-assault-vehicle-officers/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
art-directors,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/art-directors/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
art-directors,en,https://staging.fermatmind.com/api/v0.5/career/jobs/art-directors/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
art-therapists,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/art-therapists/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
art-therapists,en,https://staging.fermatmind.com/api/v0.5/career/jobs/art-therapists/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
art-drama-and-music-teachers-postsecondary,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/art-drama-and-music-teachers-postsecondary/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
art-drama-and-music-teachers-postsecondary,en,https://staging.fermatmind.com/api/v0.5/career/jobs/art-drama-and-music-teachers-postsecondary/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
artillery-and-missile-crew-members,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/artillery-and-missile-crew-members/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
artillery-and-missile-crew-members,en,https://staging.fermatmind.com/api/v0.5/career/jobs/artillery-and-missile-crew-members/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
artillery-and-missile-officers,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/artillery-and-missile-officers/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
artillery-and-missile-officers,en,https://staging.fermatmind.com/api/v0.5/career/jobs/artillery-and-missile-officers/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
athletes-and-sports-competitors,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/athletes-and-sports-competitors/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
athletes-and-sports-competitors,en,https://staging.fermatmind.com/api/v0.5/career/jobs/athletes-and-sports-competitors/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
athletic-trainers,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/athletic-trainers/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
athletic-trainers,en,https://staging.fermatmind.com/api/v0.5/career/jobs/athletic-trainers/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
atmospheric-earth-marine-and-space-sciences-teachers-postsecondary,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/atmospheric-earth-marine-and-space-sciences-teachers-postsecondary/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
atmospheric-earth-marine-and-space-sciences-teachers-postsecondary,en,https://staging.fermatmind.com/api/v0.5/career/jobs/atmospheric-earth-marine-and-space-sciences-teachers-postsecondary/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
audiologists,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/audiologists/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
audiologists,en,https://staging.fermatmind.com/api/v0.5/career/jobs/audiologists/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
aviation-inspectors,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/aviation-inspectors/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
aviation-inspectors,en,https://staging.fermatmind.com/api/v0.5/career/jobs/aviation-inspectors/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
bill-and-account-collectors,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/bill-and-account-collectors/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
bill-and-account-collectors,en,https://staging.fermatmind.com/api/v0.5/career/jobs/bill-and-account-collectors/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
billing-and-posting-clerks,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/billing-and-posting-clerks/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
billing-and-posting-clerks,en,https://staging.fermatmind.com/api/v0.5/career/jobs/billing-and-posting-clerks/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
biochemists-and-biophysicists,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/biochemists-and-biophysicists/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
biochemists-and-biophysicists,en,https://staging.fermatmind.com/api/v0.5/career/jobs/biochemists-and-biophysicists/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
biomedical-engineers,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/biomedical-engineers/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
biomedical-engineers,en,https://staging.fermatmind.com/api/v0.5/career/jobs/biomedical-engineers/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
bioinformatics-scientists,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/bioinformatics-scientists/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
bioinformatics-scientists,en,https://staging.fermatmind.com/api/v0.5/career/jobs/bioinformatics-scientists/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
bioinformatics-technicians,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/bioinformatics-technicians/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
bioinformatics-technicians,en,https://staging.fermatmind.com/api/v0.5/career/jobs/bioinformatics-technicians/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
biological-science-teachers-postsecondary,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/biological-science-teachers-postsecondary/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
biological-science-teachers-postsecondary,en,https://staging.fermatmind.com/api/v0.5/career/jobs/biological-science-teachers-postsecondary/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,false,
biostatisticians,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/biostatisticians/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,false,
