slug,locale,url,status,ok,preview,source_count,internal_keys,unsafe_outcome,raw_enum,en_contains_cjk,error
administrative-law-judges-adjudicators-and-hearing-officers,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/administrative-law-judges-adjudicators-and-hearing-officers/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,
administrative-law-judges-adjudicators-and-hearing-officers,en,https://staging.fermatmind.com/api/v0.5/career/jobs/administrative-law-judges-adjudicators-and-hearing-officers/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,
judges-magistrate-judges-and-magistrates,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/judges-magistrate-judges-and-magistrates/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,
judges-magistrate-judges-and-magistrates,en,https://staging.fermatmind.com/api/v0.5/career/jobs/judges-magistrate-judges-and-magistrates/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,
lawyers,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/lawyers/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,
lawyers,en,https://staging.fermatmind.com/api/v0.5/career/jobs/lawyers/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,
judicial-law-clerks,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/judicial-law-clerks/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,
judicial-law-clerks,en,https://staging.fermatmind.com/api/v0.5/career/jobs/judicial-law-clerks/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,
military-careers,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/military-careers/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,
military-careers,en,https://staging.fermatmind.com/api/v0.5/career/jobs/military-careers/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,
first-line-supervisors-of-air-crew-members,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/first-line-supervisors-of-air-crew-members/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,
first-line-supervisors-of-air-crew-members,en,https://staging.fermatmind.com/api/v0.5/career/jobs/first-line-supervisors-of-air-crew-members/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,
first-line-supervisors-of-weapons-specialists-crew-members,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/first-line-supervisors-of-weapons-specialists-crew-members/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,
first-line-supervisors-of-weapons-specialists-crew-members,en,https://staging.fermatmind.com/api/v0.5/career/jobs/first-line-supervisors-of-weapons-specialists-crew-members/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,
command-and-control-center-officers,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/command-and-control-center-officers/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,
command-and-control-center-officers,en,https://staging.fermatmind.com/api/v0.5/career/jobs/command-and-control-center-officers/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,
elementary-school-teachers-except-special-education,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/elementary-school-teachers-except-special-education/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,
elementary-school-teachers-except-special-education,en,https://staging.fermatmind.com/api/v0.5/career/jobs/elementary-school-teachers-except-special-education/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,
school-and-career-counselors,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/school-and-career-counselors/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,
school-and-career-counselors,en,https://staging.fermatmind.com/api/v0.5/career/jobs/school-and-career-counselors/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,
adult-literacy-and-ged-teachers,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/adult-literacy-and-ged-teachers/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,
adult-literacy-and-ged-teachers,en,https://staging.fermatmind.com/api/v0.5/career/jobs/adult-literacy-and-ged-teachers/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,
special-education-teachers-elementary-school,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/special-education-teachers-elementary-school/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,
special-education-teachers-elementary-school,en,https://staging.fermatmind.com/api/v0.5/career/jobs/special-education-teachers-elementary-school/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,
actors,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/actors/ai-impact-asset?locale=zh-CN,200,true,true,6,,false,false,false,
actors,en,https://staging.fermatmind.com/api/v0.5/career/jobs/actors/ai-impact-asset?locale=en,200,true,true,6,,false,false,false,
poets-lyricists-and-creative-writers,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/poets-lyricists-and-creative-writers/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,
poets-lyricists-and-creative-writers,en,https://staging.fermatmind.com/api/v0.5/career/jobs/poets-lyricists-and-creative-writers/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,
multimedia-artists-and-animators,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/multimedia-artists-and-animators/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,
multimedia-artists-and-animators,en,https://staging.fermatmind.com/api/v0.5/career/jobs/multimedia-artists-and-animators/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,
dancers-and-choreographers,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/dancers-and-choreographers/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,
dancers-and-choreographers,en,https://staging.fermatmind.com/api/v0.5/career/jobs/dancers-and-choreographers/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,
electricians,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/electricians/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,
electricians,en,https://staging.fermatmind.com/api/v0.5/career/jobs/electricians/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,
plumbers-pipefitters-and-steamfitters,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/plumbers-pipefitters-and-steamfitters/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,
plumbers-pipefitters-and-steamfitters,en,https://staging.fermatmind.com/api/v0.5/career/jobs/plumbers-pipefitters-and-steamfitters/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,
firefighters,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/firefighters/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,
firefighters,en,https://staging.fermatmind.com/api/v0.5/career/jobs/firefighters/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,
police-and-sheriff-s-patrol-officers,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/police-and-sheriff-s-patrol-officers/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,
police-and-sheriff-s-patrol-officers,en,https://staging.fermatmind.com/api/v0.5/career/jobs/police-and-sheriff-s-patrol-officers/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,
heavy-and-tractor-trailer-truck-drivers,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/heavy-and-tractor-trailer-truck-drivers/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,
heavy-and-tractor-trailer-truck-drivers,en,https://staging.fermatmind.com/api/v0.5/career/jobs/heavy-and-tractor-trailer-truck-drivers/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,
construction-and-building-inspectors,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/construction-and-building-inspectors/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,
construction-and-building-inspectors,en,https://staging.fermatmind.com/api/v0.5/career/jobs/construction-and-building-inspectors/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,
web-developers,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/web-developers/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,
web-developers,en,https://staging.fermatmind.com/api/v0.5/career/jobs/web-developers/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,
data-scientists,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/data-scientists/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,
data-scientists,en,https://staging.fermatmind.com/api/v0.5/career/jobs/data-scientists/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,
information-security-analysts,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/information-security-analysts/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,
information-security-analysts,en,https://staging.fermatmind.com/api/v0.5/career/jobs/information-security-analysts/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,
civil-engineers,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/civil-engineers/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,
civil-engineers,en,https://staging.fermatmind.com/api/v0.5/career/jobs/civil-engineers/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,
biomedical-engineers,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/biomedical-engineers/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,
biomedical-engineers,en,https://staging.fermatmind.com/api/v0.5/career/jobs/biomedical-engineers/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,
computer-systems-engineers-architects,zh-CN,https://staging.fermatmind.com/api/v0.5/career/jobs/computer-systems-engineers-architects/ai-impact-asset?locale=zh-CN,200,true,true,5,,false,false,false,
computer-systems-engineers-architects,en,https://staging.fermatmind.com/api/v0.5/career/jobs/computer-systems-engineers-architects/ai-impact-asset?locale=en,200,true,true,5,,false,false,false,
