id,type,cluster,label,discoverabilityState,graphReadiness,duplicateEntityRisk,authorityRisk,paths,routeFamilies,evidenceReadiness,orphanState
"career_job:aircraft-and-avionics-equipment-mechanics-and-technicians","career_job","career","aircraft-and-avionics-equipment-mechanics-and-technicians","public_inventory","weak","none","none","/en/career/jobs/aircraft-and-avionics-equipment-mechanics-and-technicians|/zh/career/jobs/aircraft-and-avionics-equipment-mechanics-and-technicians","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:airline-and-commercial-pilots","career_job","career","airline-and-commercial-pilots","public_inventory","weak","none","none","/en/career/jobs/airline-and-commercial-pilots|/zh/career/jobs/airline-and-commercial-pilots","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:animal-care-and-service-workers","career_job","career","animal-care-and-service-workers","public_inventory","weak","none","none","/en/career/jobs/animal-care-and-service-workers|/zh/career/jobs/animal-care-and-service-workers","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:appraisers-and-assessors-of-real-estate","career_job","career","appraisers-and-assessors-of-real-estate","public_inventory","weak","none","none","/en/career/jobs/appraisers-and-assessors-of-real-estate|/zh/career/jobs/appraisers-and-assessors-of-real-estate","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:architects","career_job","career","architects","public_inventory","weak","none","none","/en/career/jobs/architects|/zh/career/jobs/architects","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:architectural-and-engineering-managers","career_job","career","architectural-and-engineering-managers","public_inventory","weak","none","none","/en/career/jobs/architectural-and-engineering-managers|/zh/career/jobs/architectural-and-engineering-managers","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:art-directors","career_job","career","art-directors","public_inventory","weak","none","none","/en/career/jobs/art-directors|/zh/career/jobs/art-directors","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:automotive-body-and-glass-repairers","career_job","career","automotive-body-and-glass-repairers","public_inventory","weak","none","none","/en/career/jobs/automotive-body-and-glass-repairers|/zh/career/jobs/automotive-body-and-glass-repairers","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:bill-and-account-collectors","career_job","career","bill-and-account-collectors","public_inventory","weak","none","none","/en/career/jobs/bill-and-account-collectors|/zh/career/jobs/bill-and-account-collectors","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:biochemists-and-biophysicists","career_job","career","biochemists-and-biophysicists","public_inventory","weak","none","none","/en/career/jobs/biochemists-and-biophysicists|/zh/career/jobs/biochemists-and-biophysicists","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:biomedical-engineers","career_job","career","biomedical-engineers","public_inventory","weak","none","none","/en/career/jobs/biomedical-engineers|/zh/career/jobs/biomedical-engineers","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:bookkeeping-accounting-and-auditing-clerks","career_job","career","bookkeeping-accounting-and-auditing-clerks","public_inventory","weak","none","none","/en/career/jobs/bookkeeping-accounting-and-auditing-clerks|/zh/career/jobs/bookkeeping-accounting-and-auditing-clerks","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:budget-analysts","career_job","career","budget-analysts","public_inventory","weak","none","none","/en/career/jobs/budget-analysts|/zh/career/jobs/budget-analysts","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:butchers-and-meat-cutters","career_job","career","butchers-and-meat-cutters","public_inventory","weak","none","none","/en/career/jobs/butchers-and-meat-cutters|/zh/career/jobs/butchers-and-meat-cutters","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:cardiovascular-technologists-and-technicians","career_job","career","cardiovascular-technologists-and-technicians","public_inventory","weak","none","none","/en/career/jobs/cardiovascular-technologists-and-technicians|/zh/career/jobs/cardiovascular-technologists-and-technicians","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:career-and-technical-education-teachers","career_job","career","career-and-technical-education-teachers","public_inventory","weak","none","none","/en/career/jobs/career-and-technical-education-teachers|/zh/career/jobs/career-and-technical-education-teachers","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:carpenters","career_job","career","carpenters","public_inventory","weak","none","none","/en/career/jobs/carpenters|/zh/career/jobs/carpenters","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:cashiers","career_job","career","cashiers","public_inventory","weak","none","none","/en/career/jobs/cashiers|/zh/career/jobs/cashiers","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:chefs-and-head-cooks","career_job","career","chefs-and-head-cooks","public_inventory","weak","none","none","/en/career/jobs/chefs-and-head-cooks|/zh/career/jobs/chefs-and-head-cooks","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:chemists-and-materials-scientists","career_job","career","chemists-and-materials-scientists","public_inventory","weak","none","none","/en/career/jobs/chemists-and-materials-scientists|/zh/career/jobs/chemists-and-materials-scientists","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:chiropractors","career_job","career","chiropractors","public_inventory","weak","none","none","/en/career/jobs/chiropractors|/zh/career/jobs/chiropractors","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:civil-engineers","career_job","career","civil-engineers","public_inventory","weak","none","none","/en/career/jobs/civil-engineers|/zh/career/jobs/civil-engineers","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:clinical-laboratory-technologists-and-technicians","career_job","career","clinical-laboratory-technologists-and-technicians","public_inventory","weak","none","none","/en/career/jobs/clinical-laboratory-technologists-and-technicians|/zh/career/jobs/clinical-laboratory-technologists-and-technicians","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:community-health-workers","career_job","career","community-health-workers","public_inventory","weak","none","none","/en/career/jobs/community-health-workers|/zh/career/jobs/community-health-workers","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:compensation-and-benefits-managers","career_job","career","compensation-and-benefits-managers","public_inventory","weak","none","none","/en/career/jobs/compensation-and-benefits-managers|/zh/career/jobs/compensation-and-benefits-managers","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:compensation-benefits-and-job-analysis-specialists","career_job","career","compensation-benefits-and-job-analysis-specialists","public_inventory","weak","none","none","/en/career/jobs/compensation-benefits-and-job-analysis-specialists|/zh/career/jobs/compensation-benefits-and-job-analysis-specialists","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:computer-and-information-research-scientists","career_job","career","computer-and-information-research-scientists","public_inventory","weak","none","none","/en/career/jobs/computer-and-information-research-scientists|/zh/career/jobs/computer-and-information-research-scientists","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:computer-and-information-systems-managers","career_job","career","computer-and-information-systems-managers","public_inventory","weak","none","none","/en/career/jobs/computer-and-information-systems-managers|/zh/career/jobs/computer-and-information-systems-managers","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:computer-support-specialists","career_job","career","computer-support-specialists","public_inventory","weak","none","none","/en/career/jobs/computer-support-specialists|/zh/career/jobs/computer-support-specialists","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:conservation-scientists","career_job","career","conservation-scientists","public_inventory","weak","none","none","/en/career/jobs/conservation-scientists|/zh/career/jobs/conservation-scientists","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:construction-and-building-inspectors","career_job","career","construction-and-building-inspectors","public_inventory","weak","none","none","/en/career/jobs/construction-and-building-inspectors|/zh/career/jobs/construction-and-building-inspectors","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:construction-managers","career_job","career","construction-managers","public_inventory","weak","none","none","/en/career/jobs/construction-managers|/zh/career/jobs/construction-managers","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:correctional-officers","career_job","career","correctional-officers","public_inventory","weak","none","none","/en/career/jobs/correctional-officers|/zh/career/jobs/correctional-officers","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:court-reporters","career_job","career","court-reporters","public_inventory","weak","none","none","/en/career/jobs/court-reporters|/zh/career/jobs/court-reporters","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:credit-counselors","career_job","career","credit-counselors","public_inventory","weak","none","none","/en/career/jobs/credit-counselors|/zh/career/jobs/credit-counselors","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:data-scientists","career_job","career","data-scientists","public_inventory","weak","none","none","/en/career/jobs/data-scientists|/zh/career/jobs/data-scientists","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:database-administrators","career_job","career","database-administrators","public_inventory","weak","none","none","/en/career/jobs/database-administrators|/zh/career/jobs/database-administrators","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:dental-assistants","career_job","career","dental-assistants","public_inventory","weak","none","none","/en/career/jobs/dental-assistants|/zh/career/jobs/dental-assistants","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:dental-hygienists","career_job","career","dental-hygienists","public_inventory","weak","none","none","/en/career/jobs/dental-hygienists|/zh/career/jobs/dental-hygienists","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:dentists","career_job","career","dentists","public_inventory","weak","none","none","/en/career/jobs/dentists|/zh/career/jobs/dentists","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:desktop-publishers","career_job","career","desktop-publishers","public_inventory","weak","none","none","/en/career/jobs/desktop-publishers|/zh/career/jobs/desktop-publishers","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:diagnostic-medical-sonographers","career_job","career","diagnostic-medical-sonographers","public_inventory","weak","none","none","/en/career/jobs/diagnostic-medical-sonographers|/zh/career/jobs/diagnostic-medical-sonographers","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:electrical-and-electronics-engineering-technicians","career_job","career","electrical-and-electronics-engineering-technicians","public_inventory","weak","none","none","/en/career/jobs/electrical-and-electronics-engineering-technicians|/zh/career/jobs/electrical-and-electronics-engineering-technicians","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:emergency-management-directors","career_job","career","emergency-management-directors","public_inventory","weak","none","none","/en/career/jobs/emergency-management-directors|/zh/career/jobs/emergency-management-directors","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:environmental-engineering-technicians","career_job","career","environmental-engineering-technicians","public_inventory","weak","none","none","/en/career/jobs/environmental-engineering-technicians|/zh/career/jobs/environmental-engineering-technicians","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:epidemiologists","career_job","career","epidemiologists","public_inventory","weak","none","none","/en/career/jobs/epidemiologists|/zh/career/jobs/epidemiologists","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:exercise-physiologists","career_job","career","exercise-physiologists","public_inventory","weak","none","none","/en/career/jobs/exercise-physiologists|/zh/career/jobs/exercise-physiologists","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:financial-analysts","career_job","career","financial-analysts","public_inventory","weak","none","none","/en/career/jobs/financial-analysts|/zh/career/jobs/financial-analysts","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:financial-examiners","career_job","career","financial-examiners","public_inventory","weak","none","none","/en/career/jobs/financial-examiners|/zh/career/jobs/financial-examiners","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:financial-managers","career_job","career","financial-managers","public_inventory","weak","none","none","/en/career/jobs/financial-managers|/zh/career/jobs/financial-managers","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:fire-inspectors-and-investigators","career_job","career","fire-inspectors-and-investigators","public_inventory","weak","none","none","/en/career/jobs/fire-inspectors-and-investigators|/zh/career/jobs/fire-inspectors-and-investigators","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:food-preparation-workers","career_job","career","food-preparation-workers","public_inventory","weak","none","none","/en/career/jobs/food-preparation-workers|/zh/career/jobs/food-preparation-workers","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:food-service-managers","career_job","career","food-service-managers","public_inventory","weak","none","none","/en/career/jobs/food-service-managers|/zh/career/jobs/food-service-managers","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:genetic-counselors","career_job","career","genetic-counselors","public_inventory","weak","none","none","/en/career/jobs/genetic-counselors|/zh/career/jobs/genetic-counselors","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:geographers","career_job","career","geographers","public_inventory","weak","none","none","/en/career/jobs/geographers|/zh/career/jobs/geographers","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:glaziers","career_job","career","glaziers","public_inventory","weak","none","none","/en/career/jobs/glaziers|/zh/career/jobs/glaziers","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:hazardous-materials-removal-workers","career_job","career","hazardous-materials-removal-workers","public_inventory","weak","none","none","/en/career/jobs/hazardous-materials-removal-workers|/zh/career/jobs/hazardous-materials-removal-workers","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:health-information-technologists-and-medical-registrars","career_job","career","health-information-technologists-and-medical-registrars","public_inventory","weak","none","none","/en/career/jobs/health-information-technologists-and-medical-registrars|/zh/career/jobs/health-information-technologists-and-medical-registrars","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:high-school-teachers","career_job","career","high-school-teachers","public_inventory","weak","none","none","/en/career/jobs/high-school-teachers|/zh/career/jobs/high-school-teachers","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:historians","career_job","career","historians","public_inventory","weak","none","none","/en/career/jobs/historians|/zh/career/jobs/historians","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:human-resources-managers","career_job","career","human-resources-managers","public_inventory","weak","none","none","/en/career/jobs/human-resources-managers|/zh/career/jobs/human-resources-managers","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:human-resources-specialists","career_job","career","human-resources-specialists","public_inventory","weak","none","none","/en/career/jobs/human-resources-specialists|/zh/career/jobs/human-resources-specialists","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:lawyers","career_job","career","lawyers","public_inventory","weak","none","none","/en/career/jobs/lawyers|/zh/career/jobs/lawyers","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:management-analysts","career_job","career","management-analysts","public_inventory","weak","none","none","/en/career/jobs/management-analysts|/zh/career/jobs/management-analysts","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:market-research-analysts","career_job","career","market-research-analysts","public_inventory","weak","none","none","/en/career/jobs/market-research-analysts|/zh/career/jobs/market-research-analysts","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:nursing-assistants","career_job","career","nursing-assistants","public_inventory","weak","none","none","/en/career/jobs/nursing-assistants|/zh/career/jobs/nursing-assistants","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:opticians-dispensing","career_job","career","opticians-dispensing","public_inventory","weak","none","none","/en/career/jobs/opticians-dispensing|/zh/career/jobs/opticians-dispensing","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:pharmacists","career_job","career","pharmacists","public_inventory","weak","none","none","/en/career/jobs/pharmacists|/zh/career/jobs/pharmacists","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:project-management-specialists","career_job","career","project-management-specialists","public_inventory","weak","none","none","/en/career/jobs/project-management-specialists|/zh/career/jobs/project-management-specialists","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:public-relations-managers","career_job","career","public-relations-managers","public_inventory","weak","none","none","/en/career/jobs/public-relations-managers|/zh/career/jobs/public-relations-managers","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:registered-nurses","career_job","career","registered-nurses","public_inventory","weak","none","none","/en/career/jobs/registered-nurses|/zh/career/jobs/registered-nurses","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:security-guards","career_job","career","security-guards","public_inventory","weak","none","none","/en/career/jobs/security-guards|/zh/career/jobs/security-guards","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:structural-iron-and-steel-workers","career_job","career","structural-iron-and-steel-workers","public_inventory","weak","none","none","/en/career/jobs/structural-iron-and-steel-workers|/zh/career/jobs/structural-iron-and-steel-workers","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:surgical-technologists","career_job","career","surgical-technologists","public_inventory","weak","none","none","/en/career/jobs/surgical-technologists|/zh/career/jobs/surgical-technologists","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:telecommunications-equipment-installers-and-repairers-except-line-installers","career_job","career","telecommunications-equipment-installers-and-repairers-except-line-installers","public_inventory","weak","none","none","/en/career/jobs/telecommunications-equipment-installers-and-repairers-except-line-installers|/zh/career/jobs/telecommunications-equipment-installers-and-repairers-except-line-installers","career_job_detail","not_ready","{""true_orphan"":1}"
"career_job:web-developers","career_job","career","web-developers","public_inventory","weak","none","none","/en/career/jobs/web-developers|/zh/career/jobs/web-developers","career_job_detail","not_ready","{""true_orphan"":1}"
"personality:enfj-a","personality_type","mbti","enfj-a","public_inventory","weak","p2","none","/en/personality/enfj-a|/zh/personality/enfj-a","personality_detail","partial","{""true_orphan"":2}"
"personality:enfj-t","personality_type","mbti","enfj-t","public_inventory","weak","p2","none","/en/personality/enfj-t|/zh/personality/enfj-t","personality_detail","partial","{""true_orphan"":2}"
"personality:enfp-a","personality_type","mbti","enfp-a","public_inventory","weak","p2","none","/en/personality/enfp-a|/zh/personality/enfp-a","personality_detail","partial","{""true_orphan"":2}"
"personality:enfp-t","personality_type","mbti","enfp-t","public_inventory","weak","p2","none","/en/personality/enfp-t|/zh/personality/enfp-t","personality_detail","partial","{""true_orphan"":2}"
"personality:entj-a","personality_type","mbti","entj-a","public_inventory","weak","p2","none","/en/personality/entj-a|/zh/personality/entj-a","personality_detail","partial","{""true_orphan"":2}"
"personality:entj-t","personality_type","mbti","entj-t","public_inventory","weak","p2","none","/en/personality/entj-t|/zh/personality/entj-t","personality_detail","partial","{""true_orphan"":2}"
"personality:entp-a","personality_type","mbti","entp-a","public_inventory","weak","p2","none","/en/personality/entp-a|/zh/personality/entp-a","personality_detail","partial","{""true_orphan"":2}"
"personality:entp-t","personality_type","mbti","entp-t","public_inventory","weak","p2","none","/en/personality/entp-t|/zh/personality/entp-t","personality_detail","partial","{""true_orphan"":2}"
"personality:esfj-a","personality_type","mbti","esfj-a","public_inventory","weak","p2","none","/en/personality/esfj-a|/zh/personality/esfj-a","personality_detail","partial","{""true_orphan"":2}"
"personality:esfj-t","personality_type","mbti","esfj-t","public_inventory","weak","p2","none","/en/personality/esfj-t|/zh/personality/esfj-t","personality_detail","partial","{""true_orphan"":2}"
"personality:esfp-a","personality_type","mbti","esfp-a","public_inventory","weak","p2","none","/en/personality/esfp-a|/zh/personality/esfp-a","personality_detail","partial","{""true_orphan"":2}"
"personality:esfp-t","personality_type","mbti","esfp-t","public_inventory","weak","p2","none","/en/personality/esfp-t|/zh/personality/esfp-t","personality_detail","partial","{""true_orphan"":2}"
"personality:estj-a","personality_type","mbti","estj-a","public_inventory","weak","p2","none","/en/personality/estj-a|/zh/personality/estj-a","personality_detail","partial","{""true_orphan"":2}"
"personality:estj-t","personality_type","mbti","estj-t","public_inventory","weak","p2","none","/en/personality/estj-t|/zh/personality/estj-t","personality_detail","partial","{""true_orphan"":2}"
"personality:estp-a","personality_type","mbti","estp-a","public_inventory","weak","p2","none","/en/personality/estp-a|/zh/personality/estp-a","personality_detail","partial","{""true_orphan"":2}"
"personality:estp-t","personality_type","mbti","estp-t","public_inventory","weak","p2","none","/en/personality/estp-t|/zh/personality/estp-t","personality_detail","partial","{""true_orphan"":2}"
"personality:infj-a","personality_type","mbti","infj-a","public_inventory","weak","p2","none","/en/personality/infj-a|/zh/personality/infj-a","personality_detail","partial","{""true_orphan"":2}"
"personality:infj-t","personality_type","mbti","infj-t","public_inventory","weak","p2","none","/en/personality/infj-t|/zh/personality/infj-t","personality_detail","partial","{""true_orphan"":2}"
"personality:infp-a","personality_type","mbti","infp-a","public_inventory","weak","p2","none","/en/personality/infp-a|/zh/personality/infp-a","personality_detail","partial","{""true_orphan"":2}"
"personality:infp-t","personality_type","mbti","infp-t","public_inventory","weak","p2","none","/en/personality/infp-t|/zh/personality/infp-t","personality_detail","partial","{""true_orphan"":2}"
"personality:intj-a","personality_type","mbti","intj-a","public_inventory","weak","p2","none","/en/personality/intj-a|/zh/personality/intj-a","personality_detail","partial","{""true_orphan"":2}"
"personality:intj-t","personality_type","mbti","intj-t","public_inventory","weak","p2","none","/en/personality/intj-t|/zh/personality/intj-t","personality_detail","partial","{""true_orphan"":2}"
"personality:intp-a","personality_type","mbti","intp-a","public_inventory","weak","p2","none","/en/personality/intp-a|/zh/personality/intp-a","personality_detail","partial","{""true_orphan"":2}"
"personality:intp-t","personality_type","mbti","intp-t","public_inventory","weak","p2","none","/en/personality/intp-t|/zh/personality/intp-t","personality_detail","partial","{""true_orphan"":2}"
"personality:isfj-a","personality_type","mbti","isfj-a","public_inventory","weak","p2","none","/en/personality/isfj-a|/zh/personality/isfj-a","personality_detail","partial","{""true_orphan"":2}"
"personality:isfj-t","personality_type","mbti","isfj-t","public_inventory","weak","p2","none","/en/personality/isfj-t|/zh/personality/isfj-t","personality_detail","partial","{""true_orphan"":2}"
"personality:isfp-a","personality_type","mbti","isfp-a","public_inventory","weak","p2","none","/en/personality/isfp-a|/zh/personality/isfp-a","personality_detail","partial","{""true_orphan"":2}"
